,"id","Standard name","chrom","start","end","Length","Hits","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp","short name","description"
1129,"YDR312W","S000002720","chrIV",1087581,1088942,1362,11,147,44,13,429,0.094,573,0.421,129,60,68,0.0947,0.1,0.1133,"SSF2","Suppressor of ste4 (Four)"
1130,"YDR313C","S000002721","chrIV",1089219,1090079,861,15,264,8,26,406,0.215,230,0.267,69,64,50,0.0801,0.1067,0.0833,"PIB1","PhosphatidylInositol(3)-phosphate Binding"
1131,"YDR314C","S000002722","chrIV",1090433,1092511,2079,20,571,29,20,386,0.125,286,0.138,210,53,57,0.101,0.0883,0.095,"RAD34","Homologous to RAD4"
1132,"YDR315C","S000002723","chrIV",1092741,1093586,846,0,0,21,16,302,0,846,1,81,61,64,0.0957,0.1017,0.1067,"IPK1","Inositol Polyphosphate Kinase"
1133,"YDR316W","S000002724","chrIV",1093763,1095178,1416,21,245,9,59,319,0.232,422,0.298,134,64,72,0.0946,0.1067,0.12,"OMS1","OXA1 Multicopy Suppressor"
1134,"YDR317W","S000002725","chrIV",1102184,1103428,1245,18,379,13,15,313,0.231,434,0.349,134,73,62,0.1076,0.1217,0.1033,"HIM1","High Induced Mutagenesis"
1135,"YDR318W","S000002726","chrIV",1103758,1104947,1190,10,359,19,5,292,0.144,284,0.239,110,67,70,0.0924,0.1117,0.1167,"MCM21","MiniChromosome Maintenance"
1136,"YDR319C","S000002727","chrIV",1105003,1105827,825,8,63,1,28,278,0.174,365,0.442,92,63,64,0.1115,0.105,0.1067,"YFT2",
1137,"YDR320C","S000002728","chrIV",1106095,1108101,2007,1,8,30,22,214,0.012,1987,0.99,195,72,59,0.0972,0.12,0.0983,"SWA2","Synthetic lethal With Arf1"
1138,"YDR320C-A","S000007604","chrIV",1108280,1108498,219,0,0,11,17,214,0,219,1,23,49,62,0.105,0.0817,0.1033,"DAD4","Duo1 And Dam1 interacting"
1139,"YDR321W","S000002729","chrIV",1108702,1109847,1146,16,290,22,12,214,0.326,311,0.271,110,60,94,0.096,0.1,0.1567,"ASP1","ASParaginase"
1140,"YDR322W","S000002730","chrIV",1110589,1111692,1104,1,2,7,26,246,0.018,1083,0.981,113,83,63,0.1024,0.1383,0.105,"MRPL35","Mitochondrial Ribosomal Protein, Large subunit"
1141,"YDR322C-A","S000007255","chrIV",1112003,1112293,291,11,177,16,28,243,0.778,49,0.168,25,61,48,0.0859,0.1017,0.08,"TIM11","Translocase of the Inner Mitochondrial membrane"
1142,"YDR323C","S000002731","chrIV",1112480,1114027,1548,11,177,31,9,253,0.14,1009,0.652,150,53,63,0.0969,0.0883,0.105,"PEP7","carboxyPEPtidase Y-deficient"
1143,"YDR324C","S000002732","chrIV",1114433,1116763,2331,1,1,9,2,279,0.008,2107,0.904,238,70,56,0.1021,0.1167,0.0933,"UTP4","U Three Protein"
1144,"YDR325W","S000002733","chrIV",1117126,1120233,3108,3,19,3,20,316,0.015,2998,0.965,312,53,53,0.1004,0.0883,0.0883,"YCG1","Yeast Cap G"
1145,"YDR326C","S000002734","chrIV",1120609,1124925,4317,45,401,23,38,320,0.163,467,0.108,426,54,58,0.0987,0.09,0.0967,"YSP2","Yeast Suicide Protein"
1146,"YDR328C","S000002736","chrIV",1125434,1126018,585,3,56,36,13,301,0.085,578,0.988,38,60,52,0.065,0.1,0.0867,"SKP1","Suppressor of Kinetochore Protein mutant"
1147,"YDR329C","S000002737","chrIV",1126270,1127595,1326,13,254,11,27,306,0.16,586,0.442,108,49,51,0.0814,0.0817,0.085,"PEX3","PEroXin"
1148,"YDR330W","S000002738","chrIV",1127872,1129374,1503,22,457,30,19,316,0.232,186,0.124,125,53,62,0.0832,0.0883,0.1033,"UBX5","UBiquitin regulatory X"
1149,"YDR331W","S000002739","chrIV",1129588,1130823,1236,2,39,26,14,354,0.023,1100,0.89,122,54,66,0.0987,0.09,0.11,"GPI8","GlycosylPhosphatidylInositol anchor biosynthesis"
1150,"YDR332W","S000002740","chrIV",1131001,1133070,2070,27,359,6,11,340,0.192,403,0.195,214,65,63,0.1034,0.1083,0.105,"IRC3","Increased Recombination Centers"
1151,"YDR333C","S000002741","chrIV",1133260,1135431,2172,20,235,14,45,355,0.13,434,0.2,215,75,61,0.099,0.125,0.1017,"RQC1","Ribosome Quality Control"
1152,"YDR334W","S000002742","chrIV",1135932,1140476,4545,30,178,43,30,360,0.092,706,0.155,450,62,62,0.099,0.1033,0.1033,"SWR1","SWi2/snf2-Related"
1153,"YDR335W","S000002743","chrIV",1141168,1144842,3675,23,237,29,24,328,0.095,672,0.183,383,60,78,0.1042,0.1,0.13,"MSN5","Multicopy suppressor of SNf1 mutation"
1154,"YDR336W","S000002744","chrIV",1145092,1146036,945,24,313,16,1,280,0.454,306,0.324,104,71,52,0.1101,0.1183,0.0867,"MRX8","Mitochondrial oRganization of gene eXpression (MIOREX)"
1155,"YDR337W","S000002745","chrIV",1146319,1147179,861,2,12,4,7,263,0.044,664,0.771,85,63,67,0.0987,0.105,0.1117,"MRPS28","Mitochondrial Ribosomal Protein, Small subunit"
1156,"YDR338C","S000002746","chrIV",1147379,1149466,2088,34,480,3,14,304,0.268,425,0.204,180,72,67,0.0862,0.12,0.1117,,
1157,"YDR339C","S000002747","chrIV",1149951,1150520,570,0,0,22,30,283,0,570,1,49,69,65,0.086,0.115,0.1083,"FCF1","Faf1p Copurifying Factor"
1158,"YDR341C","S000002749","chrIV",1151803,1153626,1824,0,0,15,16,386,0,1824,1,196,73,80,0.1075,0.1217,0.1333,,
1159,"YDR345C","S000002753","chrIV",1162957,1164660,1704,39,554,31,15,493,0.232,313,0.184,141,61,49,0.0827,0.1017,0.0817,"HXT3","HeXose Transporter"
1160,"YDR346C","S000002754","chrIV",1167214,1168659,1446,17,128,21,14,554,0.106,404,0.279,138,64,52,0.0954,0.1067,0.0867,"SVF1","SurVival Factor"
1161,"YDR347W","S000002755","chrIV",1169178,1170143,966,3,12,13,13,536,0.029,512,0.53,89,53,53,0.0921,0.0883,0.0883,"MRP1","Mitochondrial Ribosomal Protein"
1162,"YDR348C","S000002756","chrIV",1170326,1171825,1500,22,479,9,44,566,0.13,301,0.201,113,63,65,0.0753,0.105,0.1083,"PAL1","Pears And Lemons"
1163,"YDR349C","S000002757","chrIV",1172386,1174176,1791,26,444,41,38,596,0.122,378,0.211,145,62,61,0.081,0.1033,0.1017,"YPS7","YaPSin"
1164,"YDR350C","S000002758","chrIV",1176120,1178174,2055,19,92,33,21,575,0.08,369,0.18,218,68,48,0.1061,0.1133,0.08,"ATP22","ATPase synthase"
1165,"YDR351W","S000002759","chrIV",1178666,1181260,2595,26,349,23,32,592,0.085,267,0.103,241,52,65,0.0929,0.0867,0.1083,"SBE2","Suppressor of BEm4"
1166,"YDR352W","S000002760","chrIV",1181801,1182754,954,23,218,33,45,572,0.211,123,0.129,73,65,59,0.0765,0.1083,0.0983,"YPQ2","Yeast PQ-loop protein"
1167,"YDR353W","S000002761","chrIV",1183299,1184258,960,53,696,42,47,523,0.528,181,0.189,76,57,60,0.0792,0.095,0.1,"TRR1","ThioRedoxin Reductase"
1168,"YDR354W","S000002762","chrIV",1184747,1185889,1143,24,342,49,3,486,0.216,246,0.215,96,65,52,0.084,0.1083,0.0867,"TRP4","TRyPtophan"
1169,"YDR356W","S000002764","chrIV",1186107,1188941,2835,2,84,12,40,430,0.008,2555,0.901,268,53,67,0.0945,0.0883,0.1117,"SPC110","Spindle Pole Component"
1170,"YDR357C","S000002765","chrIV",1189199,1189567,369,20,434,23,40,394,0.688,64,0.173,46,59,67,0.1247,0.0983,0.1117,"CNL1","CNo-Like"
1171,"YDR358W","S000002766","chrIV",1190059,1191732,1674,24,387,35,9,413,0.174,664,0.397,156,71,49,0.0932,0.1183,0.0817,"GGA1","Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein"
1172,"YDR359C","S000002767","chrIV",1191936,1194884,2949,14,434,13,17,448,0.053,1187,0.403,247,52,58,0.0838,0.0867,0.0967,"EAF1","Esa1p-Associated Factor"
1173,"YDR361C","S000002769","chrIV",1195412,1196263,852,0,0,17,9,278,0,852,1,87,53,65,0.1021,0.0883,0.1083,"BCP1",
1174,"YDR362C","S000002770","chrIV",1196679,1198697,2019,3,13,8,13,282,0.026,1817,0.9,191,66,52,0.0946,0.11,0.0867,"TFC6","Transcription Factor C"
1175,"YDR363W","S000002771","chrIV",1199183,1200553,1371,16,116,11,7,264,0.221,350,0.255,127,48,56,0.0926,0.08,0.0933,"ESC2","Establishment of Silent Chromatin"
1176,"YDR363W-A","S000007235","chrIV",1202128,1202397,270,4,22,54,8,177,0.418,225,0.833,22,77,58,0.0815,0.1283,0.0967,"SEM1","Suppressor of Exocyst Mutations"
1177,"YDR364C","S000002772","chrIV",1202843,1204210,1368,2,9,9,14,223,0.033,814,0.595,130,57,63,0.095,0.095,0.105,"CDC40","Cell Division Cycle"
1178,"YDR365C","S000002773","chrIV",1204497,1206383,1887,5,32,11,17,250,0.053,1541,0.817,183,58,65,0.097,0.0967,0.1083,"ESF1","Eighteen S rRNA Factor"
1179,"YDR367W","S000002775","chrIV",1212848,1213614,767,2,42,18,33,218,0.06,667,0.87,78,78,65,0.1017,0.13,0.1083,"KEI1","Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis"
1180,"YDR368W","S000002776","chrIV",1213904,1214842,939,23,309,23,15,252,0.486,343,0.365,106,64,50,0.1129,0.1067,0.0833,"YPR1","Yeast Putative Reductase"
1181,"YDR369C","S000002777","chrIV",1215016,1217580,2565,22,289,8,20,260,0.165,968,0.377,251,70,72,0.0979,0.1167,0.12,"XRS2","X-Ray Sensitive"
1182,"YDR370C","S000002778","chrIV",1217782,1219110,1329,15,105,16,28,270,0.209,359,0.27,141,74,54,0.1061,0.1233,0.09,"DXO1","Decapping eXOnuclease"
1183,"YDR371W","S000002779","chrIV",1219413,1220948,1536,18,115,28,9,354,0.166,256,0.167,173,55,71,0.1126,0.0917,0.1183,"CTS2","ChiTinaSe"
1184,"YDR372C","S000002780","chrIV",1221112,1222149,1038,6,40,9,12,368,0.079,729,0.702,101,76,63,0.0973,0.1267,0.105,"VPS74","Vacuolar Protein Sorting"
1185,"YDR373W","S000002781","chrIV",1222759,1223331,573,0,0,12,9,359,0,573,1,65,62,71,0.1134,0.1033,0.1183,"FRQ1","FReQuenin homolog"
1186,"YDR374C","S000002782","chrIV",1223474,1224394,921,16,291,1,26,422,0.206,219,0.238,96,78,67,0.1042,0.13,0.1117,"PHO92","PHOsphate metabolism"
1187,"YDR374W-A","S000113553","chrIV",1224757,1225026,270,7,206,25,1,396,0.327,65,0.241,24,65,69,0.0889,0.1083,0.115,"WIP1","W-lIke Protein"
1188,"YDR375C","S000002783","chrIV",1225166,1226536,1371,4,31,22,14,420,0.035,575,0.419,117,65,55,0.0853,0.1083,0.0917,"BCS1","ubiquinol-cytochrome c reductase (bc1) Synthesis"
1189,"YDR376W","S000002784","chrIV",1226822,1228303,1482,8,214,15,17,442,0.061,1377,0.929,140,50,59,0.0945,0.0833,0.0983,"ARH1","Adrenodoxin Reductase Homolog"
1190,"YDR377W","S000002785","chrIV",1228611,1228916,306,3,56,23,26,427,0.115,176,0.575,24,60,72,0.0784,0.1,0.12,"ATP17","ATP synthase"
1191,"YDR378C","S000002786","chrIV",1229349,1229609,261,11,456,20,43,432,0.488,55,0.211,24,66,57,0.092,0.11,0.095,"LSM6","Like SM"
1192,"YDR379W","S000002787","chrIV",1230167,1233196,3030,37,533,41,35,724,0.084,390,0.129,273,59,64,0.0901,0.0983,0.1067,"RGA2","Rho GTPase Activating Protein"
1193,"YDR379C-A","S000007605","chrIV",1233278,1233517,240,7,37,4,56,695,0.21,71,0.296,27,66,56,0.1125,0.11,0.0933,"SDH6",
1194,"YDR380W","S000002788","chrIV",1234218,1236125,1908,32,335,50,26,705,0.119,311,0.163,175,60,57,0.0917,0.1,0.095,"ARO10","AROmatic amino acid requiring"
1195,"YDR381W","S000002789","chrIV",1236558,1238004,1447,1,9,29,37,685,0.005,1245,0.86,135,54,66,0.0933,0.09,0.11,"YRA1","Yeast RNA Annealing protein"
1196,"YDR381C-A","S000007650","chrIV",1238312,1238850,539,11,205,31,31,680,0.15,124,0.23,52,63,68,0.0965,0.105,0.1133,"COI1","COx Interacting"
1197,"YDR382W","S000002790","chrIV",1239492,1239824,333,2,6,30,18,650,0.046,191,0.574,20,71,62,0.0601,0.1183,0.1033,"RPP2B","Ribosomal Protein P2 Beta"
1198,"YDR383C","S000002791","chrIV",1239960,1240676,717,23,331,5,38,640,0.251,186,0.259,62,55,68,0.0865,0.0917,0.1133,"NKP1","Non-essential Kinetochore Protein"
1199,"YDR384C","S000002792","chrIV",1241204,1242031,828,50,1238,36,87,660,0.457,56,0.068,69,68,45,0.0833,0.1133,0.075,"ATO3","Ammonia (Ammonium) Transport Outward"
1200,"YDR386W","S000002794","chrIV",1246084,1247982,1899,18,423,21,15,607,0.078,295,0.155,184,55,61,0.0969,0.0917,0.1017,"MUS81","MMS and UV Sensitive"
1201,"YDR387C","S000002795","chrIV",1248154,1249821,1668,23,268,6,22,618,0.112,334,0.2,133,72,56,0.0797,0.12,0.0933,"CIN10","Chromosome INstability"
1202,"YDR388W","S000002796","chrIV",1250186,1251634,1449,1,4,27,57,568,0.006,967,0.667,104,48,47,0.0718,0.08,0.0783,"RVS167","Reduced Viability on Starvation"
1203,"YDR389W","S000002797","chrIV",1252537,1254501,1965,18,249,15,13,442,0.104,301,0.153,177,60,64,0.0901,0.1,0.1067,"SAC7","Suppressor of ACtin"
1204,"YDR390C","S000002798","chrIV",1254937,1256847,1911,5,116,11,11,329,0.04,1703,0.891,184,68,66,0.0963,0.1133,0.11,"UBA2","UBiquitin Activating"
1205,"YDR391C","S000002799","chrIV",1257358,1258056,699,12,201,10,31,310,0.277,126,0.18,66,64,41,0.0944,0.1067,0.0683,,
1206,"YDR392W","S000002800","chrIV",1258696,1259709,1014,4,166,32,18,316,0.062,928,0.915,87,39,57,0.0858,0.065,0.095,"SPT3","SuPpressor of Ty's"
1207,"YDR393W","S000002801","chrIV",1259901,1261271,1371,17,197,16,9,377,0.164,485,0.354,113,58,62,0.0824,0.0967,0.1033,"SHE9","Sensitivity to High Expression"
1208,"YDR394W","S000002802","chrIV",1261681,1262967,1287,1,2,14,26,403,0.01,1037,0.806,104,57,52,0.0808,0.095,0.0867,"RPT3","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
1209,"YDR395W","S000002803","chrIV",1263324,1266158,2835,14,174,25,12,388,0.064,558,0.197,283,52,48,0.0998,0.0867,0.08,"SXM1","Suppressor of mRNA eXport Mutant"
1210,"YDR397C","S000002805","chrIV",1266366,1266898,533,2,309,14,17,368,0.051,483,0.906,38,61,56,0.0713,0.1017,0.0933,"NCB2","Negative Cofactor B"
1211,"YDR398W","S000002806","chrIV",1267471,1269402,1932,4,36,17,36,434,0.024,1131,0.585,170,55,47,0.088,0.0917,0.0783,"UTP5","U Three Protein"
1212,"YDR399W","S000002807","chrIV",1270068,1270733,666,27,715,43,28,483,0.42,100,0.15,61,48,56,0.0916,0.08,0.0933,"HPT1","Hypoxanthine guanine PhosphoribosylTransferase"
1213,"YDR400W","S000002808","chrIV",1271063,1272085,1023,32,345,29,22,487,0.321,161,0.157,94,57,53,0.0919,0.095,0.0883,"URH1","URidine Hydrolase"
1214,"YDR402C","S000002810","chrIV",1272234,1273703,1470,23,841,16,23,494,0.158,673,0.458,127,61,55,0.0864,0.1017,0.0917,"DIT2","DITyrosine"
1215,"YDR403W","S000002811","chrIV",1274602,1276212,1611,21,298,17,7,471,0.138,349,0.217,190,67,57,0.1179,0.1117,0.095,"DIT1","DITyrosine"
1216,"YDR404C","S000002812","chrIV",1276654,1277169,516,0,0,9,3,451,0,516,1,37,70,48,0.0717,0.1167,0.08,"RPB7","RNA Polymerase B"
1217,"YDR405W","S000002813","chrIV",1277646,1278437,792,4,64,3,52,466,0.054,604,0.763,56,48,36,0.0707,0.08,0.06,"MRP20","Mitochondrial Ribosomal Protein"
1218,"YDR406W","S000002814","chrIV",1279210,1283799,4590,161,12734,52,5,655,0.268,444,0.097,388,42,62,0.0845,0.07,0.1033,"PDR15","Pleiotropic Drug Resistance"
1219,"YDR407C","S000002815","chrIV",1284069,1287938,3870,1,3,13,35,585,0.002,3793,0.98,390,59,50,0.1008,0.0983,0.0833,"TRS120","TRapp Subunit"
1220,"YDR408C","S000002816","chrIV",1288215,1288859,645,20,345,21,50,542,0.286,182,0.282,40,63,54,0.062,0.105,0.09,"ADE8","ADEnine requiring"
1221,"YDR409W","S000002817","chrIV",1289406,1292120,2715,41,481,50,34,494,0.153,538,0.198,272,55,55,0.1002,0.0917,0.0917,"SIZ1","SAP and mIZ-finger domain"
1222,"YDR410C","S000002818","chrIV",1292372,1293091,720,35,1174,21,40,416,0.584,124,0.172,67,55,56,0.0931,0.0917,0.0933,"STE14","STErile"
1223,"YDR411C","S000002819","chrIV",1293369,1294394,1026,31,826,41,10,429,0.352,132,0.129,73,64,57,0.0712,0.1067,0.095,"DFM1","Der1-like Family Member"
1224,"YDR412W","S000002820","chrIV",1294693,1295400,708,3,5,18,32,428,0.05,483,0.682,55,56,51,0.0777,0.0933,0.085,"RRP17","Ribosomal RNA Processing"
1225,"YDR414C","S000002822","chrIV",1295598,1296686,1089,26,338,13,20,481,0.248,324,0.298,102,44,68,0.0937,0.0733,0.1133,"ERD1","Endoplasmic reticulum Retention Defective"
1226,"YDR415C","S000002823","chrIV",1297037,1298161,1125,14,131,14,1,497,0.125,579,0.515,101,74,69,0.0898,0.1233,0.115,,
1227,"YDR416W","S000002824","chrIV",1298432,1301011,2580,9,141,1,19,497,0.035,1083,0.42,267,65,46,0.1035,0.1083,0.0767,"SYF1","SYnthetic lethal with cdcForty"
1228,"YDR418W","S000002826","chrIV",1301616,1302113,498,0,0,18,24,435,0,498,1,37,46,60,0.0743,0.0767,0.1,"RPL12B","Ribosomal Protein of the Large subunit"
1229,"YDR419W","S000002827","chrIV",1303174,1305072,1899,29,477,37,13,425,0.18,483,0.254,178,68,76,0.0937,0.1133,0.1267,"RAD30","RADiation sensitive"
1230,"YDR421W","S000002829","chrIV",1312040,1314892,2853,47,585,19,18,468,0.176,258,0.09,266,63,60,0.0932,0.105,0.1,"ARO80","AROmatic amino acid requiring"
1231,"YDR422C","S000002830","chrIV",1315326,1317773,2448,25,373,20,47,430,0.119,385,0.157,219,75,62,0.0895,0.125,0.1033,"SIP1","SNF1-Interacting Protein"
1232,"YDR423C","S000002831","chrIV",1318046,1319275,1230,27,492,47,25,383,0.287,209,0.17,113,53,58,0.0919,0.0883,0.0967,"CAD1","CADmium resistance"
1233,"YDR424C","S000002832","chrIV",1319387,1319841,455,18,224,17,21,374,0.529,123,0.27,42,58,42,0.0923,0.0967,0.07,"DYN2","DYNein"
1234,"YDR425W","S000002833","chrIV",1320064,1321941,1878,14,89,27,24,379,0.098,722,0.384,189,56,78,0.1006,0.0933,0.13,"SNX41","Sorting NeXin"
1235,"YDR427W","S000002835","chrIV",1322205,1323386,1182,6,17,25,12,358,0.071,453,0.383,133,72,66,0.1125,0.12,0.11,"RPN9","Regulatory Particle Non-ATPase"
1236,"YDR428C","S000002836","chrIV",1323454,1324239,786,10,100,7,8,381,0.167,133,0.169,81,64,58,0.1031,0.1067,0.0967,"BNA7","Biosynthesis of NAD"
1237,"YDR429C","S000002837","chrIV",1324477,1325301,825,2,55,10,19,414,0.029,805,0.976,67,63,53,0.0812,0.105,0.0883,"TIF35","Translation Initiation Factor"
1238,"YDR430C","S000002838","chrIV",1325501,1328470,2970,54,650,7,9,443,0.205,322,0.108,281,57,49,0.0946,0.095,0.0817,"CYM1","CYtosolic Metalloprotease"
1239,"YDR432W","S000002840","chrIV",1328783,1330027,1245,6,28,19,4,397,0.061,1032,0.829,91,58,71,0.0731,0.0967,0.1183,"NPL3","Nuclear Protein Localization"
1240,"YDR434W","S000002842","chrIV",1331237,1332841,1605,0,0,10,16,391,0,1605,1,161,65,69,0.1003,0.1083,0.115,"GPI17","GlycosylPhosphatidylInositol anchor biosynthesis"
1241,"YDR435C","S000002843","chrIV",1332983,1333969,987,25,469,4,60,367,0.345,138,0.14,89,65,42,0.0902,0.1083,0.07,"PPM1","Protein Phosphatase Methyltransferase"
1242,"YDR436W","S000002844","chrIV",1334821,1336953,2133,27,213,35,0,453,0.14,262,0.123,165,39,63,0.0774,0.065,0.105,"PPZ2","Protein Phosphatase Z"
1243,"YDR437W","S000002845","chrIV",1337352,1337774,423,7,365,1,30,414,0.2,385,0.91,43,57,50,0.1017,0.095,0.0833,"GPI19","Glycosyl PhosphatidylInositol anchor biosynthesis"
1244,"YDR438W","S000002846","chrIV",1338274,1339386,1113,22,302,33,12,408,0.242,232,0.208,92,55,67,0.0827,0.0917,0.1117,"THI74","THI regulon"
1245,"YDR439W","S000002847","chrIV",1339676,1340719,1044,5,20,16,6,438,0.055,497,0.476,109,60,57,0.1044,0.1,0.095,"LRS4","Loss of RDNA Silencing"
1246,"YDR440W","S000002848","chrIV",1342493,1344241,1749,19,273,37,19,497,0.109,358,0.205,163,50,56,0.0932,0.0833,0.0933,"DOT1","Disruptor Of Telomeric silencing"
1247,"YDR441C","S000002849","chrIV",1344517,1345062,546,19,594,17,54,422,0.412,132,0.242,47,63,58,0.0861,0.105,0.0967,"APT2","Adenine PhosphoribosylTransferase"
1248,"YDR443C","S000002851","chrIV",1345676,1349938,4263,39,390,53,33,510,0.09,803,0.188,396,59,49,0.0929,0.0983,0.0817,"SSN2","Suppressor of SNf1"
1249,"YDR444W","S000002852","chrIV",1350290,1352353,2064,32,775,32,17,503,0.154,207,0.1,183,55,68,0.0887,0.0917,0.1133,,
1250,"YDR446W","S000002854","chrIV",1353725,1354633,909,13,111,32,8,527,0.136,371,0.408,74,69,62,0.0814,0.115,0.1033,"ECM11","ExtraCellular Mutant"
1251,"YDR447C","S000002855","chrIV",1354829,1355553,725,10,117,11,21,544,0.127,170,0.234,71,64,56,0.0979,0.1067,0.0933,"RPS17B","Ribosomal Protein of the Small subunit"
1252,"YDR448W","S000002856","chrIV",1356065,1357369,1305,6,57,25,5,531,0.043,889,0.681,100,61,79,0.0766,0.1017,0.1317,"ADA2","transcriptional ADAptor"
1253,"YDR449C","S000002857","chrIV",1357580,1358902,1323,0,0,9,30,536,0,1323,1,150,54,66,0.1134,0.09,0.11,"UTP6","U Three Protein"
1254,"YDR450W","S000002858","chrIV",1359923,1360798,876,11,71,44,22,541,0.116,270,0.308,79,65,65,0.0902,0.1083,0.1083,"RPS18A","Ribosomal Protein of the Small subunit"
1255,"YDR451C","S000002859","chrIV",1361120,1362181,1062,32,565,22,69,505,0.298,103,0.097,97,61,58,0.0913,0.1017,0.0967,"YHP1","Yeast Homeo-Protein"
1256,"YDR452W","S000002860","chrIV",1362878,1364902,2025,34,821,65,30,484,0.173,257,0.127,165,56,56,0.0815,0.0933,0.0933,"PPN1",
1257,"YDR453C","S000002861","chrIV",1365072,1365662,591,38,942,21,32,435,0.739,122,0.206,43,54,61,0.0728,0.09,0.1017,"TSA2","Thiol-Specific Antioxidant"
1258,"YDR454C","S000002862","chrIV",1366264,1366827,564,0,0,32,31,412,0,564,1,41,61,65,0.0727,0.1017,0.1083,"GUK1","GUanylate Kinase"
1259,"YDR456W","S000002864","chrIV",1367485,1369386,1902,16,72,31,11,416,0.101,522,0.274,193,62,66,0.1015,0.1033,0.11,"NHX1","Na+/H+ eXchanger"
1260,"YDR457W","S000002865","chrIV",1369790,1379596,9807,46,288,15,12,584,0.04,707,0.072,1001,68,65,0.1021,0.1133,0.1083,"TOM1","Temperature dependent Organization in Mitotic nucleus or Trigger Of Mitosis"
1261,"YDR458C","S000002866","chrIV",1380055,1382046,1992,17,177,12,32,274,0.156,354,0.178,180,65,63,0.0904,0.1083,0.105,"HEH2","Helix-Extension-Helix domain"
1262,"YDR459C","S000002867","chrIV",1382319,1383443,1125,13,169,30,6,270,0.214,326,0.29,103,58,55,0.0916,0.0967,0.0917,"PFA5","Protein Fatty Acyltransferase"
1263,"YDR460W","S000002868","chrIV",1383811,1384776,966,2,3,6,72,306,0.034,735,0.761,89,46,51,0.0921,0.0767,0.085,"TFB3","Transcription Factor B subunit 3"
1264,"YDR461W","S000002869","chrIV",1385176,1385286,111,4,24,67,46,331,0.544,54,0.486,5,56,64,0.045,0.0933,0.1067,"MFA1","Mating Factor A"
1265,"YDR461C-A","S000087209","chrIV",1385524,1385766,243,9,206,60,13,339,0.546,93,0.383,17,67,48,0.07,0.1117,0.08,"CMI8","Cytosolic MIni protein of ~8 kDa"
1266,"YDR462W","S000002870","chrIV",1386073,1386516,444,5,63,40,23,352,0.16,332,0.748,32,58,48,0.0721,0.0967,0.08,"MRPL28","Mitochondrial Ribosomal Protein, Large subunit"
1267,"YDR463W","S000002871","chrIV",1386816,1388375,1560,1,4,27,9,378,0.008,1045,0.67,129,53,72,0.0827,0.0883,0.12,"STP1","Species-specific tRNA Processing"
1268,"YDR464W","S000002872","chrIV",1388872,1393179,4308,5,18,9,8,473,0.012,3018,0.701,364,73,67,0.0845,0.1217,0.1117,"SPP41","Suppressor of PrP4"
1269,"YDR465C","S000002873","chrIV",1393336,1394574,1239,26,371,6,48,415,0.253,310,0.25,121,64,60,0.0977,0.1067,0.1,"RMT2","aRginine MeThyltransferase"
1270,"YDR466W","S000002874","chrIV",1395121,1397817,2697,46,616,49,11,373,0.229,248,0.092,235,59,60,0.0871,0.0983,0.1,"PKH3","Pkb-activating Kinase Homolog"
1271,"YDR468C","S000002876","chrIV",1398026,1398700,675,1,10,20,3,313,0.024,350,0.519,70,56,58,0.1037,0.0933,0.0967,"TLG1","T-snare affecting a Late Golgi compartment"
1272,"YDR469W","S000002877","chrIV",1399015,1399542,528,2,4,2,5,325,0.058,222,0.42,46,65,72,0.0871,0.1083,0.12,"SDC1","Set1c, homolog of Dpy30 from C.elegans"
1273,"YDR470C","S000002878","chrIV",1399706,1401214,1509,2,18,6,16,455,0.015,929,0.616,152,61,60,0.1007,0.1017,0.1,"UGO1","UGO (Japanese for fusion)"
