,Standard name,Sc∆ essentiality,Sp∆ essentiality,Final usage in training,Unnamed: 0,id,chrom,start,end,Length,Hits,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,short name,description
509,S000001208,Ess,Ess,Essential,2889,YHR165C,chrVIII,429707,436948,7242,1,5,17,35,368,0.002,7177,0.991,674,58,59,0.0931,0.0967,0.0983,PRP8,Pre-mRNA Processing
510,S000001209,Ess,Ess,Essential,2891,YHR166C,chrVIII,437170,439050,1881,19,512,18,5,184,0.27399999999999997,1646,0.875,181,50,62,0.0962,0.0833,0.1033,CDC23,Cell Division Cycle
511,S000003927,Ess,Ess,Essential,4013,YLL004W,chrXII,141073,142923,1851,0,0,3,0,434,0.0,1851,1.0,207,72,61,0.1118,0.12,0.1017,ORC3,Origin Recognition Complex
512,S000001686,Ess,Ess,Essential,3620,YKL203C,chrXI,55935,63359,7425,0,0,19,5,712,0.0,7425,1.0,709,61,59,0.0955,0.1017,0.0983,TOR2,Target Of Rapamycin
513,S000006096,Ess,Ess,Essential,6174,YPL175W,chrXVI,218630,220088,1459,0,0,11,6,584,0.0,1459,1.0,140,58,57,0.096,0.0967,0.095,SPT14,SuPpressor of Ty
514,S000000814,Ess,Ess,Essential,1698,YER012W,chrV,177835,178431,597,1,20,39,13,362,0.023,587,0.983,56,62,68,0.0938,0.1033,0.1133,PRE1,PRoteinase yscE
515,S000000815,Ess,Ess,Essential,1699,YER013W,chrV,178841,182278,3438,1,5,14,22,385,0.004,3427,0.997,320,70,61,0.0931,0.1167,0.1017,PRP22,Pre-mRNA Processing
516,S000000811,Ess,Ess,Essential,1695,YER009W,chrV,172115,172492,378,0,0,4,13,373,0.0,378,1.0,43,60,72,0.1138,0.1,0.12,NTF2,Nuclear Transport Factor
517,S000003351,Ess,Ess,Essential,2449,YGR119C,chrVII,728046,729671,1626,1,2,20,12,601,0.005,1467,0.902,132,55,64,0.0812,0.0917,0.1067,NUP57,NUclear Pore
518,S000003802,Ess,Ess,Essential,3472,YJR041C,chrX,510239,513763,3525,0,0,6,1,266,0.0,3525,1.0,373,72,57,0.1058,0.12,0.095,URB2,Unhealthy Ribosome Biogenesis
519,S000002409,Ess,Ess,Essential,1020,YDR002W,chrIV,453045,453650,606,0,0,47,41,962,0.0,606,1.0,54,55,68,0.0891,0.0917,0.1133,YRB1,Yeast Ran Binder
520,S000003803,Ess,Ess,Essential,3473,YJR042W,chrX,514055,516289,2235,3,41,1,13,413,0.016,1529,0.684,202,66,60,0.0904,0.11,0.1,NUP85,NUclear Pore
521,S000003806,Ess,Ess,Essential,3476,YJR045C,chrX,519638,521602,1965,1,2,64,3,523,0.005,1955,0.995,169,61,48,0.086,0.1017,0.08,SSC1,Stress-Seventy subfamily C
522,S000001111,Ess,Ess,Essential,2780,YHR069C,chrVIII,233579,234658,1080,1,40,12,3,403,0.011000000000000001,1049,0.971,105,64,54,0.0972,0.1067,0.09,RRP4,Ribosomal RNA Processing
523,S000003207,Ess,Ess,Essential,2081,YGL238W,chrVII,49552,52434,2883,1,1,4,18,355,0.005,2878,0.998,305,45,66,0.1058,0.075,0.11,CSE1,Chromosome SEgregation
524,S000003091,Ess,Ess,Essential,2199,YGL123W,chrVII,277617,278381,765,0,0,20,35,705,0.0,765,1.0,56,63,69,0.0732,0.105,0.115,RPS2,Ribosomal Protein of the Small subunit
525,S000006187,Ess,Ess,Essential,6078,YPL266W,chrXVI,39121,40077,957,0,0,16,52,613,0.0,957,1.0,89,69,53,0.09300000000000001,0.115,0.0883,DIM1,DIMethylase
526,S000002620,Ess,Ess,Essential,1241,YDR212W,chrIV,887232,888911,1680,2,30,8,36,431,0.013999999999999999,1649,0.982,159,64,54,0.0946,0.1067,0.09,TCP1,Tailless Complex Polypeptide
527,S000004931,Ess,Ess,Essential,5013,YMR314W,chrXIII,901709,902413,705,2,12,28,53,545,0.026000000000000002,683,0.9690000000000001,61,64,65,0.0865,0.1067,0.1083,PRE5,PRoteinase yscE
528,S000003576,Ess,Ess,Essential,3396,YJL039C,chrX,368748,373799,5052,2,9,19,27,447,0.004,5017,0.993,502,70,64,0.0994,0.1167,0.1067,NUP192,NUclear Pore
529,S000005574,Ess,Ess,Essential,5694,YOR048C,chrXV,418630,421650,3021,8,46,19,18,540,0.025,2504,0.8290000000000001,279,56,60,0.0924,0.0933,0.1,RAT1,Ribonucleic Acid Trafficking
530,S000004557,Ess,Ess,Essential,4572,YML092C,chrXIII,85987,86739,753,0,0,6,13,394,0.0,753,1.0,59,75,90,0.0784,0.125,0.15,PRE8,PRoteinase yscE
531,S000005205,Ess,Ess,Essential,5110,YNL261W,chrXIV,155100,156539,1440,1,2,10,3,105,0.033,1435,0.997,160,67,66,0.1111,0.1117,0.11,ORC5,Origin Recognition Complex
532,S000005750,Ess,Ess,Essential,5878,YOR224C,chrXV,760825,761265,441,0,0,8,25,755,0.0,441,1.0,39,48,50,0.0884,0.08,0.0833,RPB8,RNA Polymerase B
533,S000001215,Ess,Ess,Essential,2897,YHR172W,chrVIII,448335,450806,2472,27,1381,10,87,527,0.10400000000000001,2355,0.953,255,69,51,0.1032,0.115,0.085,SPC97,Spindle Pole Component
534,S000001213,Ess,Ess,Essential,2895,YHR170W,chrVIII,443828,445384,1557,5,265,19,28,434,0.037000000000000005,1397,0.897,139,52,79,0.0893,0.0867,0.1317,NMD3,Nonsense-Mediated mRNA Decay
535,S000001212,Ess,Ess,Essential,2894,YHR169W,chrVIII,442181,443476,1296,0,0,8,19,382,0.0,1296,1.0,111,71,57,0.0856,0.1183,0.095,DBP8,Dead Box Protein
536,S000005686,Ess,Ess,Essential,5809,YOR160W,chrXV,633839,636757,2919,1,10,0,19,456,0.004,2916,0.9990000000000001,295,56,67,0.1011,0.0933,0.1117,MTR10,Mrna TRansport defective
537,S000005685,Ess,Ess,Essential,5808,YOR159C,chrXV,633282,633566,285,0,0,10,0,418,0.0,285,1.0,27,68,59,0.0947,0.1133,0.0983,SME1,Sm protein E
538,S000005683,Ess,Ess,Essential,5806,YOR157C,chrXV,630966,631751,786,1,15,15,4,397,0.016,776,0.987,51,53,61,0.0649,0.0883,0.1017,PUP1,PUtative Proteasome subunit
539,S000005189,Ess,Ess,Essential,5126,YNL245C,chrXIV,186346,186885,540,3,70,16,9,251,0.111,461,0.8540000000000001,43,42,53,0.0796,0.07,0.0883,CWC25,Complexed With Cef1p
540,S000001693,Ess,Ess,Essential,3613,YKL210W,chrXI,39163,42237,3075,0,0,53,12,369,0.0,3075,1.0,265,44,78,0.0862,0.0733,0.13,UBA1,UBiquitin Activating
541,S000002747,Ess,Ess,Essential,1372,YDR339C,chrIV,1149951,1150520,570,0,0,22,30,283,0.0,570,1.0,49,69,65,0.086,0.115,0.1083,FCF1,Faf1p Copurifying Factor
542,S000002312,Ess,Ess,Essential,858,YDL153C,chrIV,181186,183018,1833,2,11,13,1,256,0.021,1382,0.754,168,65,55,0.0917,0.1083,0.0917,SAS10,Something About Silencing
543,S000006081,Ess,Ess,Essential,6189,YPL160W,chrXVI,246990,250262,3273,0,0,21,11,520,0.0,3273,1.0,309,60,70,0.0944,0.1,0.1167,CDC60,Cell Division Cycle
544,S000006434,Ess,Ess,Essential,4491,YLR438C-A,chrXII,1013909,1014178,270,5,249,33,7,403,0.23,173,0.6409999999999999,21,39,31,0.0778,0.065,0.0517,LSM3,Like SM
545,S000004507,Ess,Ess,Essential,4624,YML043C,chrXIII,190244,191767,1524,3,29,10,10,188,0.052000000000000005,1250,0.82,159,75,52,0.1043,0.125,0.0867,RRN11,Regulation of RNA polymerase I
546,S000000668,Ess,Ess,Essential,717,YCR072C,chrIII,240805,242352,1548,1,1,9,14,427,0.008,1154,0.745,130,51,48,0.084,0.085,0.08,RSA4,RiboSome Assembly
547,S000006387,Ess,Ess,Essential,6549,YPR183W,chrXVI,900755,901558,804,0,0,11,51,212,0.0,804,1.0,51,35,45,0.0634,0.0583,0.075,DPM1,Dolichol Phosphate Mannose synthase
548,S000003539,Ess,Ess,Essential,3432,YJL002C,chrX,433221,434651,1431,1,2,24,24,537,0.006999999999999999,1088,0.76,146,64,65,0.102,0.1067,0.1083,OST1,OligoSaccharylTransferase
549,S000000119,Ess,Ess,Essential,218,YBL023C,chrII,174920,177526,2607,1,1,12,8,431,0.004,1948,0.747,232,68,65,0.08900000000000001,0.1133,0.1083,MCM2,MiniChromosome Maintenance
550,S000000116,Ess,Ess,Essential,221,YBL020W,chrII,182401,184125,1725,1,5,13,18,368,0.008,1708,0.99,191,41,52,0.1107,0.0683,0.0867,RFT1,Requiring Fifty-Three
551,S000001447,Ess,Ess,Essential,3157,YIR008C,chrIX,373077,374306,1230,0,0,14,0,391,0.0,1230,1.0,121,66,52,0.0984,0.11,0.0867,PRI1,DNA PRImase
552,S000004564,Ess,Ess,Essential,4565,YML098W,chrXIII,77267,77770,504,3,13,18,13,533,0.055999999999999994,281,0.5579999999999999,43,48,67,0.0853,0.08,0.1117,TAF13,TATA binding protein-Associated Factor
553,S000005743,Ess,Ess,Essential,5871,YOR217W,chrXV,749301,751886,2586,18,229,19,7,586,0.059000000000000004,1439,0.556,223,60,69,0.0862,0.1,0.115,RFC1,Replication Factor C
554,S000004615,Ess,Ess,Essential,4683,YMR013C,chrXIII,295179,296738,1560,0,0,14,28,643,0.0,1560,1.0,186,62,68,0.1192,0.1033,0.1133,SEC59,SECretory
555,S000005694,Ess,Ess,Essential,5820,YOR168W,chrXV,649303,651732,2430,0,0,22,29,433,0.0,2430,1.0,257,59,72,0.1058,0.0983,0.12,GLN4,GLutamiNe metabolism
556,S000001461,Ess,Ess,Essential,3176,YIR022W,chrIX,398733,399236,504,0,0,7,24,274,0.0,504,1.0,40,44,66,0.0794,0.0733,0.11,SEC11,SECretory
557,S000003110,Ess,Ess,Essential,2180,YGL142C,chrVII,236269,238119,1851,1,9,14,4,325,0.008,1823,0.985,186,53,51,0.1005,0.0883,0.085,GPI10,GlycosylPhosphatidylInositol anchor biosynthesis
558,S000003377,Ess,Ess,Essential,2477,YGR145W,chrVII,781767,783890,2124,10,86,14,36,806,0.028999999999999998,1454,0.685,196,72,64,0.0923,0.12,0.1067,ENP2,Essential Nuclear Protein
559,S000005326,Ess,Ess,Essential,5428,YNR043W,chrXIV,701895,703085,1191,0,0,25,29,438,0.0,1191,1.0,88,42,68,0.0739,0.07,0.1133,MVD1,MeValonate pyrophosphate Decarboxylase
560,S000003015,Ess,Ess,Essential,2277,YGL047W,chrVII,411552,412160,609,4,23,4,40,544,0.06,595,0.977,50,50,50,0.0821,0.0833,0.0833,ALG13,Asparagine-Linked Glycosylation
561,S000005200,Ess,Ess,Essential,5115,YNL256W,chrXIV,164623,167097,2475,5,14,10,15,291,0.035,1929,0.779,247,57,57,0.0998,0.095,0.095,FOL1,FOLic acid synthesis
562,S000002619,Ess,Ess,Essential,1240,YDR211W,chrIV,884727,886865,2139,1,1,22,8,408,0.006,1240,0.58,227,61,61,0.1061,0.1017,0.1017,GCD6,General Control Derepressed
563,S000000292,Ess,Ess,Essential,336,YBR088C,chrII,424990,425766,777,0,0,2,10,756,0.0,777,1.0,78,63,49,0.1004,0.105,0.0817,POL30,POLymerase
564,S000000291,Ess,Ess,Essential,335,YBR087W,chrII,423765,424829,1065,1,5,28,1,810,0.006,1059,0.9940000000000001,102,60,62,0.0958,0.1,0.1033,RFC5,Replication Factor C
565,S000000295,Ess,Ess,Essential,340,YBR091C,chrII,427155,427484,330,0,0,82,27,711,0.0,330,1.0,27,42,55,0.0818,0.07,0.0917,TIM12,Translocase of the Inner Membrane
566,S000005206,Ess,Ess,Essential,5109,YNL262W,chrXIV,148212,154880,6669,3,79,1,8,202,0.011000000000000001,4503,0.675,664,50,62,0.0996,0.0833,0.1033,POL2,POLymerase
567,S000002309,Ess,Ess,Essential,861,YDL150W,chrIV,183343,184611,1269,1,4,1,17,237,0.017,1255,0.9890000000000001,109,58,65,0.0859,0.0967,0.1083,RPC53,RNA Polymerase C
568,S000000122,Ess,Ess,Essential,215,YBL026W,chrII,170623,171038,416,2,9,24,19,492,0.049,395,0.95,44,60,64,0.1058,0.1,0.1067,LSM2,Like SM
569,S000002969,Ess,Ess,Essential,2327,YGL001C,chrVII,495453,496502,1050,1,5,45,20,628,0.008,1050,1.0,104,75,67,0.099,0.125,0.1117,ERG26,ERGosterol biosynthesis
570,S000002965,Ess,Ess,Essential,1968,YFL017W-A,chrVI,103699,103932,234,1,64,38,5,618,0.035,224,0.9570000000000001,24,62,60,0.1026,0.1033,0.1,SMX2,
571,S000004971,Ess,Ess,Essential,5355,YNL026W,chrXIV,581920,583374,1455,1,4,7,8,645,0.005,1178,0.81,137,63,57,0.0942,0.105,0.095,SAM50,Sorting and Assembly Machinery
572,S000001454,Ess,Ess,Essential,3164,YIR015W,chrIX,381948,382382,435,1,4,21,47,507,0.023,288,0.662,29,53,43,0.0667,0.0883,0.0717,RPR2,RNase P Ribonucleoprotein
573,S000001185,Ess,Ess,Essential,2867,YHR143W-A,chrVIII,387233,387445,213,0,0,38,2,568,0.0,213,1.0,18,67,63,0.0845,0.1117,0.105,RPC10,RNA Polymerase C
574,S000005732,Ess,Ess,Essential,5860,YOR206W,chrXV,727512,729644,2133,3,30,14,15,305,0.023,1955,0.917,203,63,65,0.0952,0.105,0.1083,NOC2,NucleOlar Complex associated
575,S000005733,Ess,Ess,Essential,5861,YOR207C,chrXV,730008,733457,3450,1,1,18,29,405,0.004,2162,0.627,340,63,59,0.0986,0.105,0.0983,RET1,Reduced Efficiency of Termination
576,S000005730,Ess,Ess,Essential,5858,YOR204W,chrXV,722911,724725,1815,3,85,46,16,316,0.026000000000000002,1181,0.6509999999999999,124,54,58,0.0683,0.09,0.0967,DED1,Defines Essential Domain
577,S000004603,Ess,Ess,Essential,4670,YMR001C,chrXIII,269019,271136,2118,5,38,42,30,871,0.013999999999999999,1653,0.78,196,79,53,0.0925,0.1317,0.0883,CDC5,Cell Division Cycle
578,S000004607,Ess,Ess,Essential,4675,YMR005W,chrXIII,276045,277211,1167,1,3,28,21,839,0.005,1154,0.9890000000000001,88,68,56,0.0754,0.1133,0.0933,TAF4,TATA binding protein-Associated Factor
579,S000002189,Ess,Ess,Essential,985,YDL031W,chrIV,394217,397204,2988,3,6,13,7,314,0.016,1944,0.6509999999999999,265,56,57,0.0887,0.0933,0.095,DBP10,Dead Box Protein
580,S000003105,Ess,Ess,Essential,2185,YGL137W,chrVII,249869,252738,2870,4,60,9,16,420,0.017,2655,0.925,267,69,66,0.09300000000000001,0.115,0.11,SEC27,SECretory
581,S000003703,Ess,Ess,Essential,3261,YJL167W,chrX,105014,106072,1059,1,2,16,20,511,0.009000000000000001,632,0.597,87,68,53,0.0822,0.1133,0.0883,ERG20,ERGosterol biosynthesis
582,S000000460,Ess,Ess,Essential,524,YBR256C,chrII,727386,728102,717,3,42,39,9,483,0.043,695,0.9690000000000001,73,71,58,0.1018,0.1183,0.0967,RIB5,RIBoflavin biosynthesis
583,S000000469,Ess,Ess,Essential,533,YBR265W,chrII,738582,739544,963,0,0,10,16,403,0.0,963,1.0,70,48,63,0.0727,0.08,0.105,TSC10,Temperature-sensitive Suppressors of Csg2 mutants
584,S000002260,Ess,Ess,Essential,912,YDL102W,chrIV,276872,280165,3294,1,2,1,12,262,0.006,2120,0.644,339,55,59,0.1029,0.0917,0.0983,POL3,POLymerase
585,S000005256,Ess,Ess,Essential,5058,YNL312W,chrXIV,48287,49216,930,3,38,3,13,191,0.084,438,0.47100000000000003,89,65,72,0.0957,0.1083,0.12,RFA2,Replication Factor A
586,S000006004,Ess,Ess,Essential,6270,YPL083C,chrXVI,396702,398105,1404,3,145,3,6,331,0.032,1351,0.9620000000000001,129,53,61,0.0919,0.0883,0.1017,SEN54,Splicing ENdonuclease
587,S000005493,Ess,Ess,Essential,5500,YOL133W,chrXV,70325,70690,366,0,0,1,19,364,0.0,366,1.0,34,56,59,0.0929,0.0933,0.0983,HRT1,High level expression Reduces Ty3 transposition
588,S000006003,Ess,Ess,Essential,6271,YPL082C,chrXVI,398480,404083,5604,2,14,5,59,452,0.004,4461,0.7959999999999999,526,63,44,0.0939,0.105,0.0733,MOT1,Modifier of Transcription
589,S000002575,Ess,Ess,Essential,1192,YDR168W,chrIV,790328,791848,1521,1,1,4,13,186,0.018000000000000002,1423,0.9359999999999999,178,60,68,0.11699999999999999,0.1,0.1133,CDC37,Cell Division Cycle
590,S000000283,Ess,Ess,Essential,325,YBR079C,chrII,395383,398277,2895,9,70,23,13,550,0.027999999999999997,2308,0.797,242,77,67,0.0836,0.1283,0.1117,RPG1,
591,S000000284,Ess,Ess,Essential,326,YBR080C,chrII,398614,400890,2277,1,2,12,18,677,0.003,2269,0.996,229,59,57,0.1006,0.0983,0.095,SEC18,SECretory
592,S000002263,Ess,Ess,Essential,909,YDL105W,chrIV,272389,273597,1209,1,1,16,8,290,0.013999999999999999,1209,1.0,124,58,67,0.1026,0.0967,0.1117,NSE4,Non-SMC Element
593,S000006391,Ess,Ess,Essential,6553,YPR187W,chrXVI,911257,911800,544,0,0,2,13,371,0.0,544,1.0,54,66,69,0.0993,0.11,0.115,RPO26,RNA POlymerase
594,S000006390,Ess,Ess,Essential,6552,YPR186C,chrXVI,909733,911022,1290,3,9,9,2,316,0.037000000000000005,1154,0.895,131,72,65,0.1016,0.12,0.1083,PZF1,Putative Zinc Finger
595,S000000131,Ess,Ess,Essential,205,YBL035C,chrII,151493,153610,2118,2,18,31,13,376,0.013000000000000001,1894,0.894,191,70,60,0.0902,0.1167,0.1,POL12,POLymerase
596,S000000130,Ess,Ess,Essential,206,YBL034C,chrII,153848,158389,4542,8,33,12,19,578,0.015,1558,0.34299999999999997,477,57,55,0.105,0.095,0.0917,STU1,Suppressor of TUbulin
597,S000000137,Ess,Ess,Essential,197,YBL041W,chrII,141247,141972,726,0,0,60,9,590,0.0,726,1.0,62,41,61,0.0854,0.0683,0.1017,PRE7,PRoteinase yscE
598,S000002979,Ess,Ess,Essential,2315,YGL011C,chrVII,474489,475247,759,1,26,12,25,655,0.01,735,0.968,66,61,53,0.087,0.1017,0.0883,SCL1,Suppressor of Crl3 ts Lethality
599,S000002976,Ess,Ess,Essential,2318,YGL008C,chrVII,479910,482666,2757,0,0,57,1,776,0.0,2757,1.0,238,73,65,0.0863,0.1217,0.1083,PMA1,Plasma Membrane ATPase
600,S000004903,Ess,Ess,Essential,4984,YMR290C,chrXIII,850074,851591,1518,0,0,24,40,334,0.0,1518,1.0,138,67,58,0.0909,0.1117,0.0967,HAS1,Helicase Associated with Set1
601,S000003958,Ess,Ess,Essential,3981,YLL035W,chrXII,68580,70478,1899,2,9,0,4,175,0.03,1747,0.92,190,53,65,0.1001,0.0883,0.1083,GRC3,
602,S000003959,Ess,Ess,Essential,3980,YLL036C,chrXII,66745,68256,1512,2,15,23,1,164,0.04,989,0.654,138,48,51,0.0913,0.08,0.085,PRP19,Pre-RNA Processing
603,S000005509,Ess,Ess,Essential,5484,YOL149W,chrXV,44938,45633,696,0,0,16,6,358,0.0,696,1.0,66,67,65,0.0948,0.1117,0.1083,DCP1,mRNA DeCaPping
604,S000003954,Ess,Ess,Essential,3985,YLL031C,chrXII,77152,80205,3054,1,1,15,15,450,0.004,2647,0.867,298,69,48,0.0976,0.115,0.08,GPI13,GlycosylPhosphatidylInositol anchor biosynthesis
605,S000003957,Ess,Ess,Essential,3982,YLL034C,chrXII,70633,73146,2514,0,0,5,15,249,0.0,2514,1.0,224,76,64,0.0891,0.1267,0.1067,RIX7,RIbosome eXport
606,S000004630,Ess,Ess,Essential,4700,YMR028W,chrXIII,327482,328582,1101,0,0,11,13,386,0.0,1101,1.0,102,53,60,0.0926,0.0883,0.1,TAP42,Two A phosphatase Associated Protein
607,S000005231,Ess,Ess,Essential,5083,YNL287W,chrXIV,91994,94801,2808,2,3,12,9,504,0.006999999999999999,2500,0.89,297,54,57,0.1058,0.09,0.095,SEC21,SECretory
608,S000005234,Ess,Ess,Essential,5080,YNL290W,chrXIV,86218,87240,1023,0,0,10,62,504,0.0,1023,1.0,76,61,52,0.0743,0.1017,0.0867,RFC3,Replication Factor C
609,S000002773,Ess,Ess,Essential,1400,YDR365C,chrIV,1204497,1206383,1887,5,32,11,17,250,0.053,1541,0.8170000000000001,183,58,65,0.09699999999999999,0.0967,0.1083,ESF1,Eighteen S rRNA Factor
610,S000002770,Ess,Ess,Essential,1396,YDR362C,chrIV,1196679,1198697,2019,3,13,8,13,282,0.026000000000000002,1817,0.9,191,66,52,0.0946,0.11,0.0867,TFC6,Transcription Factor C
611,S000002775,Ess,Ess,Essential,1402,YDR367W,chrIV,1212848,1213614,767,2,42,18,33,218,0.06,667,0.87,78,78,65,0.1017,0.13,0.1083,KEI1,Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis
612,S000006139,Ess,Ess,Essential,6129,YPL218W,chrXVI,138698,139409,712,0,0,12,15,509,0.0,712,1.0,70,65,62,0.0983,0.1083,0.1033,SAR1,"Secretion-Associated, Ras-related"
613,S000003931,Ess,Ess,Essential,4008,YLL008W,chrXII,131729,133987,2259,4,18,19,4,310,0.028999999999999998,909,0.402,193,65,78,0.0854,0.1083,0.13,DRS1,Deficiency of Ribosomal Subunits
614,S000006138,Ess,Ess,Essential,6130,YPL217C,chrXVI,139620,143171,3552,0,0,15,18,545,0.0,3552,1.0,353,71,65,0.0994,0.1183,0.1083,BMS1,BMh Sensitive
615,S000003934,Ess,Ess,Essential,4005,YLL011W,chrXII,127523,128992,1470,4,37,13,19,343,0.04,724,0.493,144,63,68,0.098,0.105,0.1133,SOF1,Suppressor Of Fibrillarin
616,S000003390,Ess,Ess,Essential,2491,YGR158C,chrVII,805269,806021,753,2,51,13,24,705,0.019,704,0.935,67,64,53,0.08900000000000001,0.1067,0.0883,MTR3,MRNA TRansport
617,S000003450,Ess,Ess,Essential,2555,YGR218W,chrVII,932541,935795,3255,1,1,19,9,281,0.005,2960,0.909,362,67,65,0.1112,0.1117,0.1083,CRM1,Chromosome Region Maintenance
618,S000002201,Ess,Ess,Essential,974,YDL043C,chrIV,375680,376480,801,0,0,22,13,697,0.0,801,1.0,77,72,50,0.0961,0.12,0.0833,PRP11,Pre-mRNA Processing
619,S000000456,Ess,Ess,Essential,519,YBR252W,chrII,722611,723054,444,2,7,13,15,461,0.049,439,0.9890000000000001,30,68,61,0.0676,0.1133,0.1017,DUT1,DUTp pyrophosphatase
620,S000000451,Ess,Ess,Essential,514,YBR247C,chrII,713004,714455,1452,0,0,18,25,522,0.0,1452,1.0,138,67,62,0.095,0.1117,0.1033,ENP1,Essential Nuclear Protein
621,S000000458,Ess,Ess,Essential,521,YBR254C,chrII,723736,724263,528,3,46,10,13,458,0.062,455,0.862,57,61,60,0.10800000000000001,0.1017,0.1,TRS20,TRapp Subunit
622,S000000631,Ess,Ess,Essential,682,YCR035C,chrIII,191834,193018,1185,0,0,10,17,282,0.0,1185,1.0,107,59,58,0.0903,0.0983,0.0967,RRP43,Ribosomal RNA Processing
623,S000000146,Ess,Ess,Essential,188,YBL050W,chrII,125125,126119,995,0,0,6,40,384,0.0,995,1.0,108,58,49,0.1085,0.0967,0.0817,SEC17,SECretory
624,S000004911,Ess,Ess,Essential,4992,YMR296C,chrXIII,859215,860891,1677,0,0,25,24,440,0.0,1677,1.0,123,56,44,0.0733,0.0933,0.0733,LCB1,Long-Chain Base
625,S000005530,Ess,Ess,Essential,5645,YOR004W,chrXV,333592,334356,765,3,31,16,24,652,0.03,711,0.929,66,67,61,0.0863,0.1117,0.1017,UTP23,U Three-associated Protein
626,S000000559,Ess,Ess,Essential,591,YCL054W,chrIII,31449,33974,2526,1,4,20,5,476,0.004,2297,0.909,253,65,61,0.1002,0.1083,0.1017,SPB1,Suppressor of PaB1 mutant
627,S000002161,Ess,Ess,Essential,1016,YDL003W,chrIV,444683,446383,1701,1,2,24,32,796,0.004,1545,0.9079999999999999,147,77,69,0.0864,0.1283,0.115,MCD1,Mitotic Chromosome Determinant
628,S000002165,Ess,Ess,Essential,1012,YDL007W,chrIV,438047,439360,1314,1,1,9,17,601,0.006,932,0.7090000000000001,126,67,72,0.0959,0.1117,0.12,RPT2,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
629,S000028698,Ess,Ess,Essential,5357,YNL024C-A,chrXIV,586602,586820,219,0,0,26,19,508,0.0,219,1.0,21,66,64,0.0959,0.11,0.1067,KSH1,"KSH (similar to the Hungarian word for ""small"")"
630,S000003241,Ess,Ess,Essential,2336,YGR009C,chrVII,509047,511002,1956,1,4,60,20,591,0.004,1953,0.998,164,53,52,0.0838,0.0883,0.0867,SEC9,SECretory
631,S000002707,Ess,Ess,Essential,1329,YDR299W,chrIV,1059627,1061231,1605,2,4,40,9,350,0.018000000000000002,1587,0.9890000000000001,154,60,69,0.096,0.1,0.115,BFR2,BreFeldin A Resistance
632,S000002709,Ess,Ess,Essential,1331,YDR301W,chrIV,1063352,1067425,4074,0,0,7,9,403,0.0,4074,1.0,416,51,66,0.1021,0.085,0.11,CFT1,Cleavage Factor Two
633,S000001451,Ess,Ess,Essential,3161,YIR012W,chrIX,378486,379781,1296,0,0,3,19,542,0.0,1296,1.0,93,44,53,0.0718,0.0733,0.0883,SQT1,Suppressor of QSR1 Truncations
634,S000005868,Ess,Ess,Essential,6002,YOR341W,chrXV,960987,965981,4995,0,0,15,33,505,0.0,4995,1.0,495,51,72,0.0991,0.085,0.12,RPA190,RNA Polymerase A
635,S000005862,Ess,Ess,Essential,5995,YOR335C,chrXV,946233,949109,2877,0,0,9,34,236,0.0,2877,1.0,269,69,58,0.0935,0.115,0.0967,ALA1,ALAnyl-tRNA synthetase
636,S000005867,Ess,Ess,Essential,6001,YOR340C,chrXV,959202,960182,981,3,8,10,18,493,0.031,743,0.757,85,61,52,0.0866,0.1017,0.0867,RPA43,RNA Polymerase A
637,S000000441,Ess,Ess,Essential,504,YBR237W,chrII,691969,694518,2550,1,5,1,3,458,0.004,2000,0.784,233,51,74,0.0914,0.085,0.1233,PRP5,Pre-mRNA Processing
638,S000000440,Ess,Ess,Essential,503,YBR236C,chrII,690383,691693,1311,0,0,10,1,389,0.0,1311,1.0,139,60,48,0.106,0.1,0.08,ABD1,
639,S000000447,Ess,Ess,Essential,510,YBR243C,chrII,705447,706793,1347,2,22,11,42,518,0.013999999999999999,1329,0.987,113,53,71,0.0839,0.0883,0.1183,ALG7,Asparagine-Linked Glycosylation
640,S000001130,Ess,Ess,Essential,2807,YHR088W,chrVIII,281495,282382,888,0,0,31,11,414,0.0,888,1.0,87,60,45,0.098,0.1,0.075,RPF1,Ribosome Production Factor
641,S000003427,Ess,Ess,Essential,2531,YGR195W,chrVII,888882,889622,741,1,2,16,8,550,0.012,717,0.968,66,70,59,0.0891,0.1167,0.0983,SKI6,SuperKIller
642,S000001405,Ess,Ess,Essential,2991,YIL143C,chrIX,80510,83041,2532,2,26,11,1,262,0.015,2364,0.934,237,76,56,0.0936,0.1267,0.0933,SSL2,Suppressor of Stem-Loop mutation
643,S000004652,Ess,Ess,Essential,4722,YMR049C,chrXIII,368094,370517,2424,1,42,14,15,320,0.006,2417,0.997,216,63,62,0.0891,0.105,0.1033,ERB1,Eukaryotic Ribosome Biogenesis
644,S000004650,Ess,Ess,Essential,4720,YMR047C,chrXIII,363364,366705,3342,26,514,57,8,377,0.10300000000000001,1044,0.312,264,58,63,0.079,0.0967,0.105,NUP116,NUclear Pore
