,Unnamed: 0_x,Standard name,Common name,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description,Unnamed: 0_y,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp,hits_per_targets,freq_hit_targets,short name,description
215,284,S000004668,AEP1,5,23,1557,0.0697113298269,6,978,0.628131021195,0.628130218272,0,ORF,"Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase
",4736,YMR064W,chrXIII,397903,399459,154,40,59,1557,0.098908156711625,0.08,0.118,0.032467532467533,0.000452670972902,AEP1,ATPase ExPression
216,285,S000004667,RIM9,12,159,720,0.421494252874,9,168,0.233333333333,0.232053196923,0.309322736887,ORF,"Plasma membrane protein of unknown function; involved in the proteolytic activation of Rim101p in response to alkaline pH; interacts with Rim21p and Dfg16p to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; has similarity to A. nidulans PalI;
",4735,YMR063W,chrXIII,397077,397796,57,53,41,720,0.079166666666667,0.106,0.082,0.210526315789474,0.007394636015333,RIM9,Regulator of IME2
217,286,S000004666,ARG7,18,94,1326,0.382867132867,5,388,0.292609351433,0.292605583295,0.23298997584,ORF,"Mitochondrial ornithine acetyltransferase; catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity, regenerates acetylglutamate while forming ornithine
",4734,YMR062C,chrXIII,395054,396379,134,64,46,1326,0.10105580693816,0.128,0.092,0.134328358208955,0.002857217409455,ARG7,ARGinine requiring
218,287,S000004665,RNA14,0,0,2034,0,0,2034,1,0.99999998916,0,ORF,"Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia
",4733,YMR061W,chrXIII,392755,394788,224,54,63,2034,0.110127826941986,0.108,0.126,0,0,RNA14,poly(A) mRNA metabolism
219,288,S000004664,SAM37,5,13,984,0.123744619799,4,489,0.496951219512,0.496755662187,0.140441821704,ORF,"Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability
",4732,YMR060C,chrXIII,391532,392515,103,51,51,984,0.104674796747968,0.102,0.102,0.048543689320388,0.001201404075718,SAM37,Sorting and Assembly Machinery
220,289,S000004663,SEN15,0,0,387,0,2,387,1,0.866458277467,0,ORF,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface
",4731,YMR059W,chrXIII,391099,391485,40,50,47,387,0.103359173126615,0.1,0.094,0,0,SEN15,Splicing ENdonuclease
221,290,S000004662,FET3,6,66,1911,0.0756995105735,0,732,0.383045525903,0.383045511697,0,ORF,"Ferro-O2-oxidoreductase; multicopper oxidase that oxidizes ferrous (Fe2+) to ferric iron (Fe3+) for subsequent cellular uptake by transmembrane permease Ftr1p; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity, belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress
",4730,YMR058W,chrXIII,388822,390732,154,39,50,1911,0.080586080586081,0.078,0.1,0.038961038961039,0.000491555263464,FET3,FErrous Transport
222,292,S000004660,AAC1,81,4292,930,2.10439205955,13,94,0.101075268817,0.101007034649,0,ORF,"Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a minor isoform while Pet9p is the major ADP/ATP translocator; relocalizes from mitochondrion to cytoplasm upon DNA replication stress
",4728,YMR056C,chrXIII,387315,388244,61,51,35,930,0.065591397849462,0.102,0.07,1.32786885245902,0.034498230484426,AAC1,ADP/ATP Carrier
223,293,S000005138,,7,36,906,0.19754108413,0,415,0.458057395143,0.457664363014,0.207917364902,ORF,"Integral membrane protein; required for sporulation and plasma membrane sphingolipid content; similar to SUR7; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; GFP-fusion protein is more abundant at MCCs (membrane compartment occupied by Can1) in the presence of glycerol and oleate; YNL194C has a paralog, FMP45, that arose from the whole genome duplication
",5177,YNL194C,chrXIV,272710,273615,66,47,50,906,0.072847682119205,0.094,0.1,0.106060606060606,0.002993046729242,,
224,294,S000005139,,33,507,786,0.989566387186,0,141,0.179389312977,0.178879284547,0,ORF,"Protein of unknown function; shares a promoter with YNL194C; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YNL195C has a paralog, HBT1, that arose from the whole genome duplication
",5176,YNL195C,chrXIV,271523,272308,52,48,48,786,0.066157760814249,0.096,0.096,0.634615384615385,0.0190301228305,,
225,295,S000005134,,8,173,615,0.304317688595,4,129,0.209756097561,0.206500733986,0.218207987535,ORF,"Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site
",5181,YNL190W,chrXIV,282395,283009,44,49,44,615,0.071544715447155,0.098,0.088,0.181818181818182,0.006916311104432,,
226,296,S000005135,DUG3,10,457,1074,0.222063254152,4,537,0.5,0.499919985863,0.243202112304,ORF,"Component of glutamine amidotransferase (GATase II); forms a complex with Dug2p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p)
",5180,YNL191W,chrXIV,280432,281505,82,62,48,1074,0.07635009310987,0.124,0.096,0.121951219512195,0.002708088465268,DUG3,Deficient in Utilization of Glutathione
227,297,S000005136,CHS1,1,7,3396,0.00771811374727,0,2329,0.685806831567,0.685806831567,0,ORF,"Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor
",5179,YNL192W,chrXIV,276502,279897,353,46,61,3396,0.10394581861013,0.092,0.122,0.002832861189802,2.18643448931161E-05,CHS1,CHitin Synthase
228,298,S000005137,,28,304,1677,0.437486803608,12,186,0.11091234347,0.110912300768,0.206304620271,ORF,"Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis
",5178,YNL193W,chrXIV,274368,276044,166,49,45,1677,0.098986285032797,0.098,0.09,0.168674698795181,0.002635462672337,,
229,299,S000005130,UBP10,11,71,2379,0.115879328742,2,996,0.418663303909,0.418663303765,0.19481071859,ORF,"Ubiquitin-specific protease, deubiquitinates Ub-protein moieties; interacts with proteins that function in rRNA production and ribosome biogenesis via its intrinsically disordered regions; stabilizes Rpa190p by deubiquitination; controls PCNA deubiquitylation; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p, possibly other transporters; localized to the nucleolus; null mutant phenotypes are functionally complemented by human USP36
",5185,YNL186W,chrXIV,289498,291876,198,34,66,2379,0.083228247162673,0.068,0.132,0.055555555555556,0.000585249135061,UBP10,UBiquitin-specific Protease
230,300,S000005131,SWT21,10,210,1074,0.25580233456,6,422,0.392923649907,0.392860771013,0.245759143859,ORF,"Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats
",5184,YNL187W,chrXIV,287994,289067,78,59,33,1074,0.072625698324022,0.118,0.066,0.128205128205128,0.003279517109744,SWT21,Synthetic With Tgs1
231,301,S000005132,KAR1,0,0,1302,0,0,1302,1,0.999983629283,0,ORF,"Protein involved in karyogamy and spindle pole body duplication; involved in karyogamy during mating; involved in spindle pole body duplication during mitosis; localizes to the half-bridge of the spindle pole body; interacts with Spc72p during karyogamy; also interacts with Cdc31p; essential gene
",5183,YNL188W,chrXIV,286308,287609,121,49,49,1302,0.092933947772658,0.098,0.098,0,0,KAR1,KARyogamy
232,302,S000005133,SRP1,1,1,1629,0.0138607530182,0,942,0.578268876611,0.578268516811,0,ORF,"Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation
",5182,YNL189W,chrXIV,284260,285888,140,52,51,1629,0.085942295887047,0.104,0.102,0.007142857142857,9.90053787014286E-05,SRP1,Suppressor of Rna Polymerase I
233,303,S000001158,COX23,12,150,456,0.782346491228,11,213,0.467105263158,0.433586937495,0.500333999345,ORF,"Protein that functions in mitochondrial copper homeostasis; mitochondrial intermembrane space protein; essential for functional cytochrome oxidase expression; homologous to Cox17p; contains twin cysteine-x9-cysteine motifs
",2835,YHR116W,chrVIII,341665,342120,26,41,45,456,0.057017543859649,0.082,0.09,0.461538461538462,0.030090249662615,COX23,Cytochrome OXidase
234,308,S000001157,DMA1,13,88,1251,0.317466027178,2,360,0.287769784173,0.287761939075,0.180689328345,ORF,"Ubiquitin-protein ligase (E3); controls septin dynamics, spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p, as well as abundance, localization, and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8, similar to human Chfr; contains FHA, RING fingers; DMA1 has a paralog, DMA2, that arose from the whole genome duplication
",2834,YHR115C,chrVIII,340109,341359,115,40,37,1251,0.091926458832934,0.08,0.074,0.11304347826087,0.002760574149374,DMA1,Defective in Mitotic Arrest
235,310,S000004393,DUS3,25,686,2007,0.28616801547,10,630,0.313901345291,0.313901340834,0.224662356912,ORF,"Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p; contains a consensus oleate response element (ORE) in its promoter region; forms nuclear foci upon DNA replication stress
",4450,YLR401C,chrXII,922442,924448,150,54,48,2007,0.074738415545591,0.108,0.096,0.166666666666667,0.0019077867698,DUS3,DihydroUridine Synthase
236,311,S000028522,,3,33,159,0.375922177972,5,91,0.572327044025,0.228308195125,0,ORF,"Putative protein of unknown function; identified based on homology to the filamentous fungus, <i>Ashbya gossypii</i>; SWAT-GFP and seamless-GFP fusion proteins localize to the mitochondria
",3305,YJL127C-B,chrX,181551,181709,19,40,44,159,0.119496855345912,0.08,0.088,0.157894736842105,0.019785377788,MCO6,Mitochondrial Class One protein of 6 kDa
237,312,S000028523,LSO1,1,30,282,0.0880638585006,2,169,0.599290780142,0.416049437866,0,ORF,"Protein with a potential role in response to iron deprivation; transcription increases during iron deprivation and during treatment with 2-(6-benzyl-2-pyridyl)quinazoline (BPQ) and copper; regulated by Aft1p and, to a lesser extent, by Aft2p; originally identified as a syntenic homolog of an Ashbya gossypii gene; localizes to nucleus and cytoplasm, and nuclear localization is enhanced under iron-replete conditions
",3439,YJR005C-A,chrX,448477,448758,16,51,55,282,0.056737588652482,0.102,0.11,0.0625,0.005503991156288,LSO1,Late-annotated Small Open reading frame
238,313,S000028520,MHF2,4,73,243,0.652241249613,4,109,0.448559670782,0.271770493247,0,ORF,"Component of the heterotetrameric MHF histone-fold complex; in humans the MHF complex interacts with both DNA and Mph1p ortholog FANCM to stabilize and remodel blocked replication forks and repair damaged DNA; mhf2 srs2 double mutants are MMS hypersensitive; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-X, also known as MHF2
",848,YDL160C-A,chrIV,169366,169608,26,49,65,243,0.106995884773663,0.098,0.13,0.153846153846154,0.025086201908192,MHF2,Mph1-associated Histone-Fold protein
239,315,S000028526,,7,49,273,0.864157119476,2,132,0.483516483516,0.326279472457,0,ORF,"Putative protein of unknown function; conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
",5665,YOR020W-A,chrXV,371685,371957,21,51,57,273,0.076923076923077,0.102,0.114,0.333333333333333,0.041150339022667,MCO10,Mitochondrial Class One protein of 10 kDa
240,316,S000028527,COA2,2,13,207,0.387598438224,0,114,0.550724637681,0.284996066541,0,ORF,"Cytochrome oxidase assembly factor; null mutation results in respiratory deficiency with specific loss of cytochrome oxidase activity; functions downstream of assembly factors Mss51p and Coa1p and interacts with assembly factor Shy1p
",6158,YPL189C-A,chrXVI,188307,188513,20,53,47,207,0.096618357487923,0.106,0.094,0.1,0.0193799219112,COA2,Cytochrome Oxidase Assembly
241,317,S000028524,,1,2,237,0.109040475074,7,222,0.936708860759,0.554024865874,0,ORF,"Putative protein of unknown function; identified by homology to <i>Ashbya gossypii</i>
",3762,YKL068W-A,chrXI,309206,309442,16,33,62,237,0.067510548523207,0.066,0.124,0.0625,0.006815029692125,,
242,318,S000028525,,1,2,264,0.172105672106,0,228,0.863636363636,0.565468897796,0,ORF,"Putative protein of unknown function
",4349,YLR307C-A,chrXII,746848,747111,27,57,44,264,0.102272727272727,0.114,0.088,0.037037037037037,0.006374284152074,DPA10,Delta-Psi dependent mitochondrial Assembly protein of 10 kDa
243,321,S000028529,,8,76,240,1.02723004695,3,70,0.291666666667,0.174617234199,0,ORF,"Putative protein of unknown function; identified by fungal homology and RT-PCR
",233,YBL008W-A,chrII,209409,209648,19,54,40,240,0.079166666666667,0.108,0.08,0.421052631578947,0.054064739313158,,
244,331,S000028746,,6,52,381,0.31518667822,2,93,0.244094488189,0.209765496868,0.254140769555,ORF,"Mitochondrial protein of unknown function; almost completely overlaps ORF HVG1/YER039C
",1728,YER038W-A,chrV,228451,228831,22,57,51,381,0.057742782152231,0.114,0.102,0.272727272727273,0.014326667191818,FMP49,Found in Mitochondrial Proteome
245,335,S000003299,,18,271,2415,0.163753327418,5,940,0.389233954451,0.389233954358,0.28240766443,ORF,"Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p
",2396,YGR067C,chrVII,622372,624786,233,56,41,2415,0.09648033126294,0.112,0.082,0.07725321888412,0.000702803980335,,
246,336,S000003298,,16,199,879,0.416707297253,1,188,0.213879408419,0.213639071135,0.311275277797,ORF,"Putative protein of unknown function
",2395,YGR066C,chrVII,620921,621799,81,62,55,879,0.092150170648464,0.124,0.11,0.197530864197531,0.005144534533988,,
247,337,S000003297,VHT1,1,1,1782,0.0106026595926,0,1750,0.982042648709,0.9820425164,0,ORF,"High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin
",2394,YGR065C,chrVII,618077,619858,154,43,42,1782,0.08641975308642,0.086,0.084,0.006493506493507,6.8848438912987E-05,VHT1,Vitamin H Transporter
248,339,S000003295,SPT4,6,49,309,0.370329508679,0,96,0.31067961165,0.232506942635,0,ORF,"Component of the universally conserved Spt4/5 complex (DSIF complex); the complex has multiple roles in concert with RNA polymerases I and II, including regulation of transcription elongation, RNA processing, quality control, and transcription-coupled DNA repair; Spt4p also localizes to kinetochores and heterochromatin and affects chromosome dynamics and silencing; required for transcription through lengthy trinucleotide repeats in ORFs or non-protein coding regions
",2392,YGR063C,chrVII,617516,617824,21,42,49,309,0.067961165048544,0.084,0.098,0.285714285714286,0.017634738508524,SPT4,SuPpressor of Ty's
