Standard name,id,short name,description
S000001943,YFR047C,BNA6,Biosynthesis of Nicotinic Acid
S000001944,YFR048W,RMD8,Required for Meiotic nuclear Division
S000001945,YFR049W,YMR31,Yeast Mitochondrial Ribosomal protein
S000001946,YFR050C,PRE4,PRoteinase yscE
S000001947,YFR051C,RET2,RETrieval from ER
S000001948,YFR052W,RPN12,Regulatory Particle Non-ATPase
S000001949,YFR053C,HXK1,HeXoKinase
S000001952,YFR055W,IRC7,Increased Recombination Centers
S000001953,YFR057W,,
S000001954,YER044C-A,MEI4,MEIosis-specific
S000001955,YFL010W-A,AUA1,Amino acid Uptake Activation
S000001956,YKL096W-A,CWP2,Cell Wall Protein
S000001957,YHR079C-A,SAE3,Sporulation in the Absence of spo Eleven
S000002100,YHR039C-A,VMA10,
S000002101,YKL006C-A,SFT1,Suppressor of sed Five Ts
S000002103,YEL017C-A,PMP2,Plasma Membrane Proteolipid
S000002104,YFR031C-A,RPL2A,Ribosomal Protein of the Large subunit
S000002127,YER019C-A,SBH2,Sec61 beta homolog 2
S000002128,YER087C-B,SBH1,Sec61 beta homolog 1
S000002129,YAR002C-A,ERP1,Emp24p/Erv25p Related Protein
S000002133,YCR079W,PTC6,Phosphatase Two C
S000002134,YAL034C,FUN19,Function Unknown Now
S000002135,YER056C-A,RPL34A,Ribosomal Protein of the Large subunit
S000002140,YAL064C-A,TDA8,Topoisomerase I Damage Affected
S000002141,YAL064W-B,,
S000002142,YAL068C,PAU8,seriPAUperin
S000002156,YBR084C-A,RPL19A,Ribosomal Protein of the Large subunit
S000002157,YBR089C-A,NHP6B,Non-Histone Protein
S000002158,YBR162W-A,YSY6,
S000002159,YDL001W,RMD1,Required for Meiotic nuclear Division
S000002160,YDL002C,NHP10,Non-Histone Protein
S000002161,YDL003W,MCD1,Mitotic Chromosome Determinant
S000002162,YDL004W,ATP16,ATP synthase
S000002163,YDL005C,MED2,MEDiator complex
S000002164,YDL006W,PTC1,Phosphatase type Two C
S000002165,YDL007W,RPT2,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
S000002166,YDL008W,APC11,Anaphase Promoting Complex
S000002167,YDL009C,,
S000002168,YDL010W,GRX6,GlutaRedoXin
S000002170,YDL012C,,
S000002171,YDL013W,SLX5,Synthetic Lethal of unknown [X] function
S000002172,YDL014W,NOP1,NucleOlar Protein
S000002173,YDL015C,TSC13,Temperature-sensitive Suppressors of Csg2 mutants
S000002175,YDL017W,CDC7,Cell Division Cycle
S000002176,YDL018C,ERP3,Emp24p/Erv25p Related Protein
S000002177,YDL019C,OSH2,OxySterol binding protein Homolog
S000002178,YDL020C,RPN4,Regulatory Particle Non-ATPase
S000002179,YDL021W,GPM2,Glycerate PhosphoMutase
S000002180,YDL022W,GPD1,Glycerol-3-Phosphate Dehydrogenase
S000002182,YDL024C,DIA3,Digs Into Agar
S000002183,YDL025C,RTK1,Ribosome biogenesis and TRNA synthetase-associated Kinase
S000002185,YDL027C,MRX9,Mitochondrial oRganization of gene eXpression (MIOREX)
S000002186,YDL028C,MPS1,MonoPolar Spindle
S000002187,YDL029W,ARP2,Actin-Related Protein
S000002188,YDL030W,PRP9,Pre-mRNA Processing
S000002189,YDL031W,DBP10,Dead Box Protein
S000002191,YDL033C,SLM3,Synthetic Lethal with Mss4
S000002193,YDL035C,GPR1,G-Protein coupled Receptor
S000002194,YDL036C,PUS9,PseudoUridine Synthase
S000002195,YDL037C,BSC1,Bypass of Stop Codon
S000002197,YDL039C,PRM7,Pheromone-Regulated Membrane protein
S000002198,YDL040C,NAT1,N-terminal AcetylTransferase
S000002200,YDL042C,SIR2,Silent Information Regulator
S000002201,YDL043C,PRP11,Pre-mRNA Processing
S000002202,YDL044C,MTF2,Mitochondrial Transcription Factor
S000002203,YDL045C,FAD1,FAD synthetase
S000002204,YDL046W,NPC2,Niemann Pick type C homolog
S000002205,YDL047W,SIT4,Suppressor of Initiation of Transcription
S000002206,YDL048C,STP4,protein with similarity to Stp1p
S000002207,YDL049C,KNH1,Kre9(Nine) Homolog
S000002209,YDL051W,LHP1,La-Homologous Protein
S000002210,YDL052C,SLC1,SphingoLipid Compensation
S000002211,YDL053C,PBP4,Pbp1p Binding Protein
S000002212,YDL054C,MCH1,MonoCarboxylate transporter Homolog
S000002213,YDL055C,PSA1,
S000002214,YDL056W,MBP1,MluI-box Binding Protein
S000002215,YDL057W,,
S000002216,YDL058W,USO1,yUSOu - transport in Japanese
S000002217,YDL059C,RAD59,RADiation sensitive
S000002218,YDL060W,TSR1,Twenty S rRNA accumulation
S000002219,YDL061C,RPS29B,Ribosomal Protein of the Small subunit
S000002221,YDL063C,SYO1,SYnchronized impOrt or SYmpOrtin
S000002222,YDL064W,UBC9,UBiquitin-Conjugating
S000002223,YDL065C,PEX19,PEroXisome related
S000002224,YDL066W,IDP1,"Isocitrate Dehydrogenase, NADP-specific"
S000002225,YDL067C,COX9,Cytochrome c OXidase
S000002227,YDL069C,CBS1,Cytochrome B Synthesis
S000002228,YDL070W,BDF2,BromoDomain Factor
S000002230,YDL072C,YET3,Yeast Endoplasmic reticulum Transmembrane protein
S000002231,YDL073W,AHK1,Associated with HKr1
S000002232,YDL074C,BRE1,BREfeldin A sensitivity
S000002233,YDL075W,RPL31A,Ribosomal Protein of the Large subunit
S000002234,YDL076C,RXT3,
S000002235,YDL077C,VAM6,VAcuolar Morphogenesis
S000002236,YDL078C,MDH3,Malate DeHydrogenase
S000002237,YDL079C,MRK1,Mds1p Related Kinase
S000002238,YDL080C,THI3,THIamine metabolism
S000002239,YDL081C,RPP1A,Ribosomal Protein P1 Alpha
S000002240,YDL082W,RPL13A,Ribosomal Protein of the Large subunit
S000002241,YDL083C,RPS16B,Ribosomal Protein of the Small subunit
S000002242,YDL084W,SUB2,SUppressor of Brr1-1
S000002243,YDL085W,NDE2,"NADH Dehydrogenase, External"
S000002244,YDL086W,,
S000002245,YDL087C,LUC7,Lethal Unless Cap-binding complex is produced
S000002246,YDL088C,ASM4,Anti-Suppressor in Multicopy
S000002247,YDL089W,NUR1,NUclear Rim1
S000002248,YDL090C,RAM1,RAS protein and A-factor Maturation
S000002249,YDL091C,UBX3,UBiquitin regulatory X
S000002250,YDL092W,SRP14,Signal Recognition Particle
S000002251,YDL093W,PMT5,Protein O-MannosylTransferase
S000002253,YDL095W,PMT1,Protein O-MannosylTransferase
S000002255,YDL097C,RPN6,Regulatory Particle Non-ATPase
S000002256,YDL098C,SNU23,Small NUclear ribonucleoprotein associated
S000002257,YDL099W,BUG1,Binder of USO1 and GRH1
S000002258,YDL100C,GET3,Guided Entry of Tail-anchored proteins
S000002259,YDL101C,DUN1,DNA-damage UNinducible
S000002260,YDL102W,POL3,POLymerase
S000002261,YDL103C,QRI1,
S000002262,YDL104C,QRI7,
S000002263,YDL105W,NSE4,Non-SMC Element
S000002264,YDL106C,PHO2,PHOsphate metabolism
S000002265,YDL107W,MSS2,Mitochondrial Splicing
S000002266,YDL108W,KIN28,protein KINase
S000002267,YDL109C,,
S000002268,YDL110C,TMA17,Translation Machinery Associated
S000002269,YDL111C,RRP42,Ribosomal RNA Processing
S000002270,YDL112W,TRM3,Transfer RNA Methyltransferase
S000002271,YDL113C,ATG20,AuTophaGy related
S000002272,YDL114W,,
S000002273,YDL115C,IWR1,Interacts With RNA polymerase II
S000002274,YDL116W,NUP84,NUclear Pore
S000002275,YDL117W,CYK3,CYtoKinesis
S000002277,YDL119C,HEM25,HEMe synthesis by SLC25 family member
S000002278,YDL120W,YFH1,Yeast Frataxin Homolog
S000002279,YDL121C,EXP1,ER eXport of Pma1
S000002280,YDL122W,UBP1,UBiquitin-specific Protease
S000002281,YDL123W,SNA4,Sensitivity to NA+
S000002282,YDL124W,,
S000002283,YDL125C,HNT1,Histidine triad NucleoTide-binding
S000002284,YDL126C,CDC48,Cell Division Cycle
S000002285,YDL127W,PCL2,Pho85 CycLin
S000002286,YDL128W,VCX1,VaCuolar H+/Ca2+ eXchanger
S000002287,YDL129W,,
S000002288,YDL130W,RPP1B,Ribosomal Protein P1 Beta
S000002290,YDL132W,CDC53,Cell Division Cycle
S000002291,YDL133W,SRF1,Spo14 Regulatory Factor
S000002292,YDL134C,PPH21,Protein PHosphatase
S000002293,YDL133C-A,RPL41B,Ribosomal Protein of the Large subunit
S000002294,YDL135C,RDI1,Rho GDP Dissociation Inhibitor
S000002296,YDL137W,ARF2,ADP-Ribosylation Factor
S000002297,YDL138W,RGT2,Restores Glucose Transport
S000002298,YDL139C,SCM3,Suppressor of Chromosome Missegregation
S000002299,YDL140C,RPO21,RNA POlymerase
S000002300,YDL141W,BPL1,Biotin:apoProtein Ligase
S000002301,YDL142C,CRD1,CaRDiolipin synthase
S000002302,YDL143W,CCT4,Chaperonin Containing TCP-1
S000002303,YDL144C,,
S000002304,YDL145C,COP1,COat Protein
S000002305,YDL146W,LDB17,Low Dye Binding
S000002306,YDL147W,RPN5,Regulatory Particle Non-ATPase
S000002307,YDL148C,NOP14,NucleOlar Protein
S000002308,YDL149W,ATG9,AuTophaGy related
S000002309,YDL150W,RPC53,RNA Polymerase C
S000002312,YDL153C,SAS10,Something About Silencing
S000002313,YDL154W,MSH5,MutS Homolog
S000002314,YDL155W,CLB3,CycLin B
S000002315,YDL156W,CMR1,Changed Mutation Rate
S000002316,YDL157C,,
S000002318,YDL159W,STE7,STErile
S000002319,YDL160C,DHH1,DEAD box Helicase Homolog
S000002320,YDL161W,ENT1,Epsin N-Terminal homology
S000002323,YDL164C,CDC9,Cell Division Cycle
S000002324,YDL165W,CDC36,Cell Division Cycle
S000002325,YDL166C,FAP7,Factor Activating Pos9
S000002326,YDL167C,NRP1,N (asparagine)-Rich Protein
S000002327,YDL168W,SFA1,Sensitive to FormAldehyde
S000002328,YDL169C,UGX2,Unidentified Gene X
S000002329,YDL170W,UGA3,Utilization of GAba
S000002330,YDL171C,GLT1,GLuTamate synthase
S000002332,YDL173W,PAR32,Phosphorylated After Rapamycin
S000002333,YDL174C,DLD1,D-Lactate Dehydrogenase
S000002334,YDL175C,AIR2,Arginine methyltransferase-Interacting RING finger protein
S000002335,YDL176W,,
S000002336,YDL177C,,
S000002337,YDL178W,DLD2,D-Lactate Dehydrogenase
S000002338,YDL179W,PCL9,Pho85 CycLin
S000002339,YDL180W,,
S000002340,YDL181W,INH1,INHibitor (of F1F0-ATPase)
S000002342,YDL183C,,
S000002343,YDL184C,RPL41A,Ribosomal Protein of the Large subunit
S000002344,YDL185W,VMA1,Vacuolar Membrane Atpase
S000002345,YDL186W,,
S000002347,YDL188C,PPH22,Protein PHosphatase
S000002348,YDL189W,RBS1,RNA-Binding Suppressor of PAS kinase
S000002349,YDL190C,UFD2,Ubiquitin Fusion Degradation
S000002351,YDL192W,ARF1,ADP-Ribosylation Factor
S000002352,YDL193W,NUS1,Nuclear Undecaprenyl pyrophosphate Synthase
S000002353,YDL194W,SNF3,Sucrose NonFermenting
S000002354,YDL195W,SEC31,SECretory
S000002356,YDL197C,ASF2,Anti-Silencing Function
S000002357,YDL198C,GGC1,GDP/GTP Carrier
S000002358,YDL199C,,
S000002359,YDL200C,MGT1,O-6-MethylGuanine-DNA methylTransferase
S000002360,YDL201W,TRM8,Transfer RNA Methyltransferase
S000002361,YDL202W,MRPL11,"Mitochondrial Ribosomal Protein, Large subunit"
S000002362,YDL203C,ACK1,Activator of C Kinase 1
S000002363,YDL204W,RTN2,ReTiculoN-like
S000002364,YDL205C,HEM3,HEMe biosynthesis
S000002365,YDL206W,,
S000002366,YDL207W,GLE1,GLFG (glycine-leucine-phenylalanine-glycine) LEthal
S000002367,YDL208W,NHP2,Non-Histone Protein
S000002368,YDL209C,CWC2,Complexed With Cef1p
S000002369,YDL210W,UGA4,Utilization of GAba
S000002370,YDL211C,,
S000002371,YDL212W,SHR3,Super high Histidine Resistant
S000002372,YDL213C,NOP6,NucleOlar Protein
S000002373,YDL214C,PRR2,Pheromone Response Regulator
S000002374,YDL215C,GDH2,Glutamate DeHydrogenase
S000002375,YDL216C,RRI1,Regulator of Rub1 specific Isopeptidase
S000002376,YDL217C,TIM22,Translocase of the Inner Mitochondrial membrane
S000002377,YDL218W,,
S000002378,YDL219W,DTD1,D-Tyr-tRNA(Tyr) Deacylase
S000002379,YDL220C,CDC13,Cell Division Cycle
S000002381,YDL222C,FMP45,Found in Mitochondrial Proteome
S000002382,YDL223C,HBT1,HuB1 Target
S000002383,YDL224C,WHI4,WHIskey
S000002384,YDL225W,SHS1,Seventh Homolog of Septin
S000002385,YDL226C,GCS1,Growth Cold Sensitive
S000002386,YDL227C,HO,HOmothallic switching endonuclease
S000002389,YDL230W,PTP1,Protein Tyrosine Phosphatase
S000002390,YDL231C,BRE4,BREfeldin A sensitivity
S000002391,YDL232W,OST4,OligoSaccharylTransferase
S000002392,YDL233W,MFG1,Morphogenetic regulator of Filamentous Growth
S000002393,YDL234C,GYP7,Gtpase-activating protein for Ypt7 Protein
S000002394,YDL235C,YPD1,tYrosine Phosphatase Dependent
S000002395,YDL236W,PHO13,PHOsphate metabolism
S000002396,YDL237W,AIM6,Altered Inheritance rate of Mitochondria
S000002397,YDL238C,GUD1,GUanine Deaminase
S000002398,YDL239C,ADY3,Accumulation of DYads
S000002399,YDL240W,LRG1,Lim-RhoGap homolog
S000002400,YDL241W,,
S000002402,YDL243C,AAD4,Aryl-Alcohol Dehydrogenase
S000002408,YDR001C,NTH1,Neutral TreHalase
S000002409,YDR002W,YRB1,Yeast Ran Binder
S000002410,YDR003W,RCR2,Resistance to Congo Red
S000002411,YDR004W,RAD57,RADiation sensitive
S000002412,YDR005C,MAF1,
S000002413,YDR006C,SOK1,Suppressor Of Kinase
S000002414,YDR007W,TRP1,TRyPtophan
S000002416,YDR009W,GAL3,GALactose metabolism
S000002418,YDR011W,SNQ2,Sensitivity to 4-NitroQuinoline-N-oxide
S000002420,YDR013W,PSF1,Partner of Sld Five
S000002421,YDR014W,RAD61,RADiation sensitive
S000002423,YDR016C,DAD1,Duo1 And Dam1 interacting
S000002424,YDR017C,KCS1,pKC1 Suppressor
S000002425,YDR018C,,
S000002426,YDR019C,GCV1,GlyCine cleaVage
S000002427,YDR020C,DAS2,Dst1-delta 6-Azauracil Sensitivity
S000002428,YDR021W,FAL1,eukaryotic translation initiation factor Four A Like
S000002429,YDR022C,ATG31,AuTophaGy related
S000002430,YDR023W,SES1,SEryl-tRNA Synthetase
S000002432,YDR025W,RPS11A,Ribosomal Protein of the Small subunit
S000002433,YDR026C,NSI1,NTS1 SIlencing protein 1
S000002434,YDR027C,VPS54,Vacuolar Protein Sorting
S000002435,YDR028C,REG1,REsistance to Glucose repression
S000002437,YDR030C,RAD28,RADiation sensitive
S000002438,YDR031W,MIX14,Mitochondrial Intermembrane space CX(n)C motif protein
S000002439,YDR032C,PST2,Protoplasts-SecreTed
S000002440,YDR033W,MRH1,Membrane protein Related to Hsp30p
S000002441,YDR034C,LYS14,LYSine requiring
S000002442,YDR035W,ARO3,AROmatic amino acid requiring
S000002443,YDR036C,EHD3,
S000002444,YDR037W,KRS1,Lysyl (K) tRNA Synthetase
S000002448,YDR041W,RSM10,Ribosomal Small subunit of Mitochondria
S000002449,YDR042C,,
S000002450,YDR043C,NRG1,Negative Regulator of Glucose-repressed genes
S000002451,YDR044W,HEM13,HEMe biosynthesis
S000002452,YDR045C,RPC11,RNA Polymerase C
S000002453,YDR046C,BAP3,Branched-chain Amino acid Permease
S000002454,YDR047W,HEM12,HEMe biosynthesis
S000002456,YDR049W,VMS1,VCP/Cdc48-associated Mitochondrial Stress-responsive
S000002457,YDR050C,TPI1,Triose-Phosphate Isomerase
S000002458,YDR051C,DET1,Decreased Ergosterol Transport
S000002459,YDR052C,DBF4,DumbBell Former
S000002461,YDR054C,CDC34,Cell Division Cycle
S000002462,YDR055W,PST1,Protoplasts-SecreTed
S000002463,YDR056C,EMC10,ER Membrane protein Complex
S000002464,YDR057W,YOS9,Yeast OS-9 homolog
S000002465,YDR058C,TGL2,TriacylGlycerol Lipase
S000002466,YDR059C,UBC5,UBiquitin-Conjugating
S000002467,YDR060W,MAK21,MAintenance of Killer
S000002468,YDR061W,,
S000002469,YDR062W,LCB2,Long-Chain Base
S000002470,YDR063W,AIM7,Altered Inheritance rate of Mitochondria
S000002471,YDR064W,RPS13,Ribosomal Protein of the Small subunit
S000002472,YDR065W,RRG1,Required for Respiratory Growth
S000002473,YDR066C,RTR2,Regulator of TRanscription
S000002474,YDR067C,OCA6,Oxidant-induced Cell-cycle Arrest
S000002475,YDR068W,DOS2,
S000002476,YDR069C,DOA4,Degradation Of Alpha
S000002477,YDR070C,FMP16,Found in Mitochondrial Proteome
S000002478,YDR071C,PAA1,PolyAmine Acetyltransferase
S000002479,YDR072C,IPT1,InositolPhosphoTransferase
S000002480,YDR073W,SNF11,Sucrose NonFermenting
S000002481,YDR074W,TPS2,Trehalose-6-Phosphate Synthase/phosphatase
S000002482,YDR075W,PPH3,Protein PHosphatase
S000002483,YDR076W,RAD55,RADiation sensitive
S000002484,YDR077W,SED1,Suppression of Exponential Defect
S000002485,YDR078C,SHU2,Suppressor of HydroxyUrea sensitivity
S000002486,YDR079W,PET100,PETite colonies
S000002487,YDR080W,VPS41,Vacuolar Protein Sorting
S000002488,YDR081C,PDC2,Pyruvate DeCarboxylase
S000002489,YDR082W,STN1,Suppressor of cdc ThirteeN
S000002490,YDR083W,RRP8,Ribosomal RNA Processing
S000002491,YDR084C,TVP23,Tlg2-Vesicle Protein
S000002492,YDR085C,AFR1,Alpha-Factor Receptor regulator
S000002493,YDR086C,SSS1,Sec Sixty-one Suppressor
S000002494,YDR087C,RRP1,Ribosomal RNA Processing
S000002495,YDR088C,SLU7,Synergistic Lethal with U5 snRNA
S000002496,YDR089W,VTC5,Vacuole Transporter Chaperone
S000002497,YDR090C,ILT1,Ionic Liquid Tolerance
S000002498,YDR091C,RLI1,RNase L Inhibitor
S000002499,YDR092W,UBC13,UBiquitin-Conjugating
S000002500,YDR093W,DNF2,Drs2 Neo1 Family
S000002503,YDR096W,GIS1,GIg1-2 Suppressor
S000002504,YDR097C,MSH6,MutS Homolog
S000002505,YDR098C,GRX3,GlutaRedoXin
S000002506,YDR099W,BMH2,Brain Modulosignalin Homolog
S000002507,YDR100W,TVP15,Tlg2-Vesicle Protein
S000002508,YDR101C,ARX1,Associated with Ribosomal eXport complex
S000002510,YDR103W,STE5,STErile
S000002511,YDR104C,SPO71,SPOrulation
S000002512,YDR105C,TMS1,
S000002513,YDR106W,ARP10,Actin-Related Protein
S000002514,YDR107C,TMN2,TransMembrane Nine
S000002515,YDR108W,TRS85,TRapp Subunit
S000002516,YDR109C,,
S000002517,YDR110W,FOB1,FOrk Blocking less
S000002518,YDR111C,ALT2,ALanine Transaminase
S000002520,YDR113C,PDS1,Precocious Dissociation of Sisters
S000002521,YDR114C,,
S000002522,YDR115W,MRX14,Mitochondrial oRganization of gene eXpression (MIOREX)
S000002523,YDR116C,MRPL1,"Mitochondrial Ribosomal Protein, Large subunit"
S000002524,YDR117C,TMA64,Translation Machinery Associated
S000002525,YDR118W,APC4,Anaphase Promoting Complex
S000002526,YDR119W,VBA4,Vacuolar Basic Amino acid transporter
S000002527,YDR120C,TRM1,tRNA Methyltransferase
S000002528,YDR121W,DPB4,DNA Polymerase B (II) subunit
S000002529,YDR122W,KIN1,KINase
S000002530,YDR123C,INO2,INOsitol requiring
S000002531,YDR124W,,
S000002532,YDR125C,ECM18,ExtraCellular Mutant
S000002533,YDR126W,SWF1,Spore Wall Formation
S000002534,YDR127W,ARO1,AROmatic amino acid requiring
S000002535,YDR128W,MTC5,Maintenance of Telomere Capping
S000002536,YDR129C,SAC6,Suppressor of ACtin
S000002537,YDR130C,FIN1,Filaments In between Nuclei
S000002538,YDR131C,,
S000002539,YDR132C,,
S000002542,YDR135C,YCF1,Yeast Cadmium Factor
S000002544,YDR137W,RGP1,Reduced Growth Phenotype
S000002545,YDR138W,HPR1,HyPerRecombination
S000002546,YDR139C,RUB1,Related to UBiquitin
S000002547,YDR140W,MTQ2,Methyltransferase
S000002548,YDR141C,DOP1,homolog of A. nidulans DOPey
S000002549,YDR142C,PEX7,PEroXin
S000002550,YDR143C,SAN1,Sir Antagonist
S000002551,YDR144C,MKC7,Multicopy suppressor of Kex2 Cold sensitivity
S000002552,YDR145W,TAF12,TATA binding protein-Associated Factor
S000002553,YDR146C,SWI5,SWItching deficient
S000002554,YDR147W,EKI1,Ethanolamine KInase
S000002555,YDR148C,KGD2,alpha-KetoGlutarate Dehydrogenase
S000002558,YDR151C,CTH1,Cysteine-Three-Histidine
S000002559,YDR152W,GIR2,Genetically Interacts with Ribosomal genes
S000002560,YDR153C,ENT5,Epsin N-Terminal homology
S000002562,YDR155C,CPR1,Cyclosporin A-sensitive Proline Rotamase
S000002563,YDR156W,RPA14,RNA Polymerase A
S000002565,YDR158W,HOM2,HOMoserine requiring
S000002566,YDR159W,SAC3,Suppressor of ACtin
S000002567,YDR160W,SSY1,Sulfonylurea Sensitive on YPD
S000002568,YDR161W,ACL4,Assembly Chaperone of RpL4
S000002569,YDR162C,NBP2,Nap1 Binding Protein
S000002570,YDR163W,CWC15,Complexed With Cef1p
S000002571,YDR164C,SEC1,SECretory
S000002572,YDR165W,TRM82,Transfer RNA Methyltransferase
S000002573,YDR166C,SEC5,SECretory
S000002574,YDR167W,TAF10,TATA binding protein-Associated Factor
S000002575,YDR168W,CDC37,Cell Division Cycle
S000002576,YDR169C,STB3,Sin Three Binding protein
S000002577,YDR170C,SEC7,SECretory
S000002578,YDR171W,HSP42,Heat Shock Protein
S000002579,YDR172W,SUP35,SUPpressor
S000002580,YDR173C,ARG82,ARGinine requiring
S000002581,YDR174W,HMO1,High MObility group (HMG) family
S000002582,YDR175C,RSM24,Ribosomal Small subunit of Mitochondria
S000002583,YDR176W,NGG1,
S000002584,YDR177W,UBC1,UBiquitin-Conjugating
S000002585,YDR178W,SDH4,Succinate DeHydrogenase
S000002586,YDR179C,CSN9,Cop9 SigNalosome subunit
S000002587,YDR179W-A,NVJ3,Nucleus-Vacuole Junction
S000002588,YDR180W,SCC2,Sister Chromatid Cohesion
S000002589,YDR181C,SAS4,Something About Silencing
S000002590,YDR182W,CDC1,Cell Division Cycle
S000002591,YDR183W,PLP1,Phosducin-Like Protein
S000002592,YDR184C,ATC1,Aip Three Complex
S000002593,YDR185C,UPS3,UnProceSsed
S000002594,YDR186C,SND1,Srp-iNDependent targeting
S000002596,YDR188W,CCT6,Chaperonin Containing TCP-1
S000002597,YDR189W,SLY1,Suppressor of Loss of Ypt1
S000002598,YDR190C,RVB1,RuVB-like
S000002599,YDR191W,HST4,Homolog of SIR Two (SIR2)
S000002600,YDR192C,NUP42,NUclear Pore
S000002602,YDR194C,MSS116,Mitochondrial Splicing System
S000002603,YDR195W,REF2,RNA End Formation
S000002604,YDR196C,CAB5,
S000002605,YDR197W,CBS2,Cytochrome B Synthesis
S000002606,YDR198C,RKM2,Ribosomal protein lysine (K) Methyltransferase
S000002608,YDR200C,VPS64,Vacuolar Protein Sorting
S000002609,YDR201W,SPC19,Spindle Pole Component
S000002610,YDR202C,RAV2,Regulator of (H+)-ATPase in Vacuolar membrane
S000002612,YDR204W,COQ4,COenzyme Q
S000002613,YDR205W,MSC2,Meiotic Sister-Chromatid recombination
S000002614,YDR206W,EBS1,Est1-like Bcy1 Suppressor
S000002615,YDR207C,UME6,Unscheduled Meiotic gene Expression
S000002616,YDR208W,MSS4,Multicopy Suppressor of Stt4 mutation
S000002618,YDR210W,,
S000002619,YDR211W,GCD6,General Control Derepressed
S000002620,YDR212W,TCP1,Tailless Complex Polypeptide
S000002621,YDR213W,UPC2,UPtake Control
S000002622,YDR214W,AHA1,Activator of Heat shock protein 90 ATPase
S000002624,YDR216W,ADR1,Alcohol Dehydrogenase II synthesis Regulator
S000002625,YDR217C,RAD9,RADiation sensitive
S000002626,YDR218C,SPR28,SPorulation Regulated
S000002627,YDR219C,MFB1,Mitochondria-associated F-Box protein
S000002629,YDR221W,GTB1,Glucosidase Two Beta-subunit
S000002630,YDR222W,,
S000002631,YDR223W,CRF1,Co-Repressor with FHL1
S000002632,YDR224C,HTB1,Histone h Two B
